Time Unit,Average Fear Level,Average Hunger Level,Average Energy Level
Time Unit,Vervet Population,Predator Population
1,0,475.1599329198696,514.687782816171
2,0,470.4975737701418,519.2983445972052
3,0,467.18004835405947,522.6158700132873
4,0,460.9751166322226,528.7684731113671
5,0,456.63690438428034,533.1066853593093
6,0,451.7222772897279,538.0213124538617
7,0,443.5168903935011,546.1738312559834
8,0,437.00252397831287,552.6881976711717
9,0,430.96110948222855,558.7296121672563
10,0,423.95025884584754,565.7404628036369
11,0,416.144727302097,573.4386060312362
12,0,406.6961785568997,582.8326172546185
13,0,400.2558313345657,589.2729644769527
14,0,393.04634744926,596.4824483622583
15,0,385.84598123249197,603.6828145790263
16,0,378.0932217172274,611.4355740942908
17,0,370.68652291010517,618.8422729014131
18,0,363.9008241368965,625.6279716746218
19,0,357.24670586809407,632.2820899434239
20,0,351.6533638795571,637.8754319319612
21,0,347.04869036721385,642.480105444304
22,0,342.30601069649856,647.2227851150195
23,0,337.78589887905497,651.742896932463
24,0,333.11912181285635,656.4096739986621
25,0,327.88502484796373,661.6437709635545
26,0,323.07542575681634,666.453370054702
27,0,318.08439811657087,671.4443976949478
28,0,312.84029309571,676.6885027158085
29,0,307.2984290720077,682.2303667395104
30,0,350.7783069017207,638.7504889097975
31,0,329.6156369304985,659.8023524874912
32,0,322.7091286193522,666.7088607986376
33,0,319.21913201393573,670.1425701137242
34,0,314.96405574612066,674.3976463815391
35,0,310.67697077861163,678.6847313490479
36,0,306.53167464439724,682.8300274832619
37,0,302.46184550111724,686.8998566265423
38,0,298.6652120200081,690.6964901076517
39,0,294.8174461804856,694.5442559471738
40,0,291.06920410425477,698.292498023405
41,0,287.451583615606,701.9101185120535
42,0,283.8386339483189,705.5230681793405
43,0,279.92756299955244,709.4341391281072
44,0,276.48219755172823,712.8795045759314
45,0,273.8504243964596,715.5112777312003
46,0,271.51565188475774,717.8460502429018
47,0,269.2630716318272,720.0986304958326
48,0,266.20990696320615,723.1517951644539
49,0,263.38885349576685,725.9728486318927
50,0,261.05190299873624,728.309799128923
51,0,257.93438880918205,731.4273133184774
52,0,255.15979035990858,734.2019117677509
53,0,243.94931131866082,745.2980005092958
54,0,241.33743121610607,747.909880611851
55,0,238.6894994150028,750.5578124129543
56,0,236.28111410238355,752.9661977255729
57,0,234.1623266446454,755.0849851833116
58,0,231.14088893512883,758.1064228928282
59,0,228.78652176716807,760.4607900607889
60,38,270.78753873605444,718.4597730919024
61,38,248.9287190573114,740.2604701318783
62,38,243.64976771649108,745.539421472698
63,38,241.60111795095656,747.5880712382324
64,38,240.0800199205983,749.1091692685908
65,38,238.62157803009944,750.5676111590896
66,38,237.27725865937896,751.9119305298103
67,38,236.17770668441025,753.0114825047789
68,38,235.50278812532736,753.6864010638617
69,38,234.08419187474993,755.1049973144391
70,38,233.51535603004115,755.6738331591482
71,38,232.52626318027376,756.6629260089151
72,38,231.78310822918607,757.406080960003
73,38,231.20436798209084,757.9848212070987
74,38,230.28481512674767,758.9043740624415
75,38,229.08233520691044,760.1068539822787
76,38,228.45973308147245,760.7294561077164
77,38,227.45562712805184,761.7335620611374
78,38,226.94003673325645,762.2491524559324
79,38,225.989858796765,763.1993303924243
80,38,225.30867888320066,763.8805103059885
81,38,224.44789735768722,764.7412918315022
82,38,223.8218537575778,765.3673354316114
83,38,223.35251256239846,765.8366766267911
84,38,222.74984212640746,766.4393470627824
85,38,222.43653677385976,766.7526524153294
