1,524.0447538190562
2,523.89677637109
3,523.4611080058418
4,523.630347010725
5,523.2032011317666
6,522.2399600227087
7,517.5876162584038
8,516.061774917115
9,514.3117279862071
10,511.72853421220947
11,509.1713374005024
12,506.6442020301889
13,504.38159693751305
14,502.1605069003759
15,500.21352832815893
16,498.043588761885
17,495.93802016855847
18,493.5980684404877
19,491.53132333406734
20,489.18201867125
21,482.2819100620499
22,478.85458752857704
23,475.1763485984203
24,467.3346250949985
25,463.1902260897921
26,459.37686183866106
27,451.1636936082613
28,447.63558803179205
29,444.32508949858385
30,491.206870916341
31,466.7571334298037
32,462.23857777700783
33,458.18850352395305
34,454.3719844471163
35,451.1452631278186
36,447.9726208641291
37,445.2578700657152
38,442.5881989551845
39,440.17231408425585
40,438.2057386182624
41,436.4857271229112
42,434.7021186763582
43,432.73344775804196
44,431.0094762813889
45,429.54037601239247
46,427.82311118992163
47,426.1230990939784
48,419.602898327961
49,417.8551574421024
50,416.29406948005806
51,415.00298759273295
52,413.6378751323011
53,412.23052129219855
54,410.62627032870455
55,409.62036276101696
56,408.69983686665523
57,410.421374022323
58,409.31444056019797
59,407.3567663165863
60,449.8769992517268
61,405.54813192436046
62,400.55106597896986
63,397.5936660458501
64,394.69982813851993
65,391.67554123332565
66,389.96152915224843
67,387.99907324539646
68,379.9300732964535
69,371.8431288933484
70,369.4632260372829
71,367.12632314599944
72,365.33778954019596
73,363.1124820215831
74,360.39530943979713
75,357.95039050258123
76,356.16581376439854
77,354.4108024653005
78,352.52857620884816
79,350.40327685445794
80,350.50218646958695
81,348.3130314736286
82,346.2641657887032
83,343.8964221356487
84,341.9150250339973
85,339.2331582840777
86,337.51841117256276
87,335.5694672253251
88,333.57677394826044
89,331.7795431166476
90,378.57268441678485
91,348.686069687315
92,342.22952225250293
93,338.4819604792332
94,336.37159035730207
95,334.21691389309996
96,332.0301164829926
97,330.37012961356504
98,328.79389159540375
99,327.7690540741718
100,326.76455008583724
101,325.60120036220275
102,324.20268674879935
103,322.94069266891154
104,321.89006388087313
105,320.7804158035291
106,319.76392822237796
107,318.43580895337954
108,316.86498434098115
109,315.5922112987217
110,314.2195806342499
111,312.71411459184833
112,311.38671162188035
113,310.12607093620164
114,308.768067876247
115,308.07146212197773
116,306.59246871516973
117,305.3157532306378
118,304.65591753266756
119,304.0073112476941
120,352.24186540889735
121,337.86719295187254
122,331.99106472598766
123,329.44036161608557
124,328.3714737958248
125,327.8317905529403
126,327.10511057124046
127,326.5688201551217
128,325.80256900988627
129,324.2201605379209
130,322.8909121192482
131,322.2998475951868
132,321.65739061504377
133,321.08616546677257
134,320.33674241722963
135,319.6447909831038
136,318.4093716305984
137,317.7729141106424
138,316.7190831254288
139,316.15844445237656
140,315.1935027931485
141,314.0656588247832
142,313.17112185766996
143,312.9770137261062
144,312.2164489676443
145,311.5385571759781
146,310.95439815786403
147,310.4972190693795
148,310.04679204918295
149,309.48447774519434
150,349.3654298366343
151,335.84262914482053
152,333.36430237611853
153,332.12041686297573
154,331.02807450454253
155,329.4955265076959
156,327.0946527532585
157,324.92528665121796
158,322.66238133146544
159,320.42589955410523
160,318.4995116938993
161,317.12253900238665
162,316.06878167083784
163,314.9431471007929
164,314.3336013750569
165,313.2662611932626
166,312.28494881638
167,311.9502303405314
168,311.62406494358885
169,310.87168521353345
170,309.71338713213316
171,308.93727425957445
172,307.81278265863443
173,306.4525334238944
174,305.5550326552902
175,305.02453486922883
176,304.4578536160257
177,303.2657050615591
178,302.24524947083717
179,301.3279631611535
180,341.3040262383976
181,327.1123641110271
182,323.12255811350707
183,320.52597058941575
184,318.2476708187318
185,317.03342342083704
186,315.68789967417285
187,313.73694713109313
188,311.9527726789536
189,310.179732550265
190,309.0564095407197
191,307.7354112850782
192,306.1836269345706
193,296.5179630852141
194,294.61410724442374
195,293.4370133384942
196,291.9429975624634
197,290.90631614019134
198,289.88034071928615
199,288.87378271806915
200,287.87557869934545
201,286.8278147923957
202,285.84681643317435
203,284.44323487578447
204,283.23422259303305
205,282.09933651159054
206,280.55491464278305
207,279.16343194539394
208,277.9997684356441
209,276.71264562404235
210,316.2209466911826
211,301.600046151168
212,297.58711004283117
213,295.04050285143927
214,292.21038115835324
215,289.00709883788255
216,286.1062601629581
217,282.84876896983235
218,281.04705436829744
219,279.2991994081042
220,277.84975581015726
221,276.28159067650444
222,274.38967820122355
223,272.4005514237221
224,270.8290822547711
225,268.90351417006144
226,267.75988873404685
227,266.6290184946302
228,265.4545660004267
229,264.5257569933602
230,263.11271988038015
231,261.9654953030736
232,260.992599700678
233,259.9878080680502
234,258.78114166023136
235,257.84141274783076
236,256.6178322068092
237,255.756677861893
238,254.2233076962941
239,253.11358296972202
240,292.34874326163043
241,287.93946334692856
242,282.87190300545274
243,280.52147142730007
244,278.92458542589435
245,277.97248184026415
246,276.22807670868826
247,274.4509977986099
248,273.2461251062722
249,270.82239387888615
250,268.86483861391775
251,266.679464848824
252,264.522839691455
253,262.68511010165344
254,260.4289020402371
255,258.29373294241486
256,256.41972042898556
257,254.3095193260869
258,251.57803012322623
259,248.77204664059386
