Time Unit,Vervet Population,Leopard Population,Hawk Population,Python Population,Predator Population,Deaths due to Leopard,Deaths due to Hawk,Deaths due to Python,Total Predation Deaths,Starvation Deaths,Average Fear Level,Average Hunger Level,Average Energy Level
1,300,10,10,10,30,0,0,0,0,0,0.0,1.0,999.0
2,300,10,10,10,30,0,0,0,0,0,0.0,2.0,998.0
3,300,10,10,10,30,0,0,0,0,0,0.0,3.0,997.0
4,300,10,10,10,30,0,0,0,0,0,0.0,4.0,996.0
5,300,10,10,10,30,0,0,0,0,0,0.0,5.0,995.0
6,300,10,10,10,30,0,0,0,0,0,0.0,6.0,994.0
7,299,10,10,10,30,0,0,0,0,0,0.0,7.0,993.0
8,299,10,10,10,30,0,0,0,0,0,0.0,8.0,992.0
9,299,10,10,10,30,0,0,0,0,0,0.0,9.0,991.0
10,299,10,10,10,30,0,0,0,0,0,219.20401337792643,10.109866220735793,989.8901337792639
11,299,10,10,10,30,0,0,0,0,0,508.67558528428094,11.364953177257533,988.6350468227456
12,299,10,10,10,30,0,0,0,0,0,507.25752508361205,12.614331103678952,987.3856688963248
13,299,10,10,10,30,0,0,0,0,0,510.25418060200667,13.864234113712337,986.1357658862886
14,299,10,10,10,30,0,0,0,0,0,508.74247491638795,15.111401337792604,984.8885986622087
15,299,10,10,10,30,0,0,0,0,0,534.7090301003344,16.369598662207345,983.6304013377937
16,299,10,10,10,30,0,0,0,0,0,565.2709030100334,17.647056856187252,982.3529431438136
17,299,10,10,10,30,0,0,0,0,0,564.1070234113712,18.920926421404644,981.0790735785961
18,299,10,10,10,30,0,0,0,0,0,562.4949832775919,20.19002006688961,979.8099799331118
19,299,10,10,10,30,0,0,0,0,0,560.8829431438127,21.456381270902984,978.5436187290973
20,299,10,10,10,30,0,0,0,0,0,564.8428093645485,22.72774581939798,977.2722541806025
21,299,10,10,10,30,0,0,0,0,0,575.4113712374582,24.005668896321012,975.9943311036795
22,299,10,10,10,30,0,0,0,0,0,573.7658862876254,25.278802675585222,974.7211973244147
23,299,10,10,10,30,0,0,0,0,0,572.1204013377926,26.55019732441466,973.4498026755872
24,299,10,10,10,30,0,0,0,0,0,572.6086956521739,27.820926421404707,972.1790735785959
25,299,10,10,10,30,0,0,0,0,0,578.8160535117057,29.094454849498266,970.905545150502
26,299,10,10,10,30,0,0,0,0,0,578.4816053511705,30.366839464882887,969.6331605351179
27,299,10,10,10,30,0,0,0,0,0,576.8227424749164,31.632454849498295,968.367545150503
28,299,10,10,10,30,0,0,0,0,0,576.6755852842809,32.89613377926417,967.1038662207361
29,299,10,10,10,30,0,0,0,0,0,576.0735785953177,34.16067558528427,965.8393244147172
30,299,10,10,10,30,0,0,0,0,0,579.1371237458194,35.420832775919685,964.5791672240806
31,299,10,10,10,30,0,0,0,0,0,578.4949832775919,36.674759197324356,963.3252408026754
32,299,10,10,10,30,0,0,0,0,0,579.010033444816,37.928113712374525,962.0718862876253
33,299,10,10,10,30,0,0,0,0,0,577.0969899665552,39.18713043478252,960.812869565218
34,299,10,10,10,30,0,0,0,0,0,575.438127090301,40.43842140468223,959.561578595318
35,299,10,10,10,30,0,0,0,0,0,576.1605351170568,41.69020066889623,958.3097993311035
36,299,10,10,10,30,0,0,0,0,0,577.6053511705686,42.94184280936448,957.0581571906355
37,299,10,10,10,30,0,0,0,0,0,576.9565217391304,44.19607357859524,955.8039264214045
38,299,10,10,10,30,0,0,0,0,0,575.2976588628762,45.44180602006684,954.5581939799338
39,299,10,10,10,30,0,0,0,0,0,573.6387959866221,46.68585953177255,953.3141404682281
40,299,10,10,10,30,0,0,0,0,0,577.2307692307693,47.93188628762534,952.068113712375
41,299,10,10,10,30,0,0,0,0,0,577.5451505016722,49.182080267558455,950.8179197324412
42,299,10,10,10,30,0,0,0,0,0,575.886287625418,50.42074247491628,949.5792575250839
43,299,10,10,10,30,0,0,0,0,0,574.2274247491639,51.65874581939793,948.3412541806027
44,299,10,10,10,30,0,0,0,0,0,574.3879598662207,52.89333110367886,947.106668896321
45,299,10,10,10,30,0,0,0,0,0,574.9431438127091,54.135869565217334,945.864130434783
