Time Unit,Vervet Population,Predator Population
1,50,3
2,50,3
3,50,3
4,50,3
5,49,3
6,49,3
7,49,3
8,49,3
9,48,3
10,48,3
11,48,3
12,48,3
13,48,3
14,48,3
15,48,3
16,48,3
17,48,3
18,48,3
19,48,3
20,48,3
21,48,3
22,48,3
23,48,3
24,48,3
25,48,3
26,48,3
27,48,3
28,48,3
29,48,3
30,48,3
31,47,3
32,47,3
33,47,3
34,46,3
35,46,3
36,46,3
37,46,3
38,46,3
39,46,3
40,46,3
41,46,3
42,46,3
43,46,3
44,46,3
45,46,3
46,46,3
47,46,3
48,46,3
49,46,3
50,46,3
51,46,3
52,46,3
53,46,3
54,46,3
55,46,3
56,46,3
57,46,3
58,46,3
59,46,3
60,46,3
61,45,3
62,45,3
63,45,3
64,45,3
65,45,3
66,45,3
67,45,3
68,45,3
69,45,3
70,45,3
71,45,3
72,45,3
73,45,3
74,45,3
75,45,3
76,45,3
77,45,3
78,45,3
79,45,3
80,45,3
81,45,3
82,45,3
83,45,3
84,45,3
85,45,3
86,45,3
87,45,3
88,45,3
89,45,3
90,45,3
91,44,3
92,44,3
93,44,3
94,44,3
95,44,3
96,44,3
97,44,3
98,44,3
99,44,3
100,44,3
101,44,3
102,44,3
103,44,3
104,44,3
105,44,3
106,44,3
107,44,3
108,44,3
109,43,3
110,43,3
111,43,3
112,43,3
113,43,3
114,43,3
115,43,3
116,43,3
117,43,3
118,43,3
119,43,3
120,43,3
121,43,3
122,43,3
123,43,3
124,43,3
125,43,3
126,43,3
127,43,3
128,43,3
129,43,3
130,43,3
131,42,3
132,42,3
133,42,3
134,42,3
135,42,3
136,41,3
137,41,3
138,41,3
139,41,3
140,41,3
141,41,3
142,41,3
143,41,3
144,41,3
145,41,3
146,41,3
147,41,3
148,41,3
149,41,3
150,41,3
151,41,3
152,40,3
153,40,3
154,40,3
155,40,3
156,40,3
157,40,3
158,40,3
159,40,3
160,40,3
161,40,3
162,40,3
163,40,3
164,40,3
165,40,3
166,40,3
167,40,3
168,40,3
169,40,3
170,40,3
171,40,3
172,40,3
173,40,3
174,40,3
175,40,3
176,40,3
177,40,3
178,40,3
179,40,3
180,40,3
181,39,3
182,39,3
183,39,3
184,39,3
185,39,3
186,39,3
187,39,3
188,39,3
189,39,3
190,39,3
191,39,3
192,39,3
193,39,3
194,39,3
195,39,3
196,38,3
197,38,3
198,38,3
199,38,3
200,38,3
201,38,3
202,38,3
203,38,3
204,38,3
205,38,3
206,38,3
207,38,3
208,38,3
209,38,3
210,38,3
211,38,3
212,38,3
213,38,3
214,38,3
215,38,3
216,38,3
217,38,3
218,38,3
219,38,3
220,38,3
221,38,3
222,38,3
223,38,3
224,38,3
225,38,3
226,38,3
227,38,3
228,38,3
229,38,3
230,38,3
231,38,3
232,38,3
233,38,3
234,38,3
235,38,3
236,38,3
237,38,3
238,38,3
239,38,3
240,38,3
241,38,3
242,38,3
243,38,3
244,38,3
245,38,3
246,38,3
247,38,3
248,38,3
249,38,3
250,38,3
251,38,3
252,38,3
253,38,3
254,38,3
255,38,3
256,38,3
257,38,3
258,38,3
259,38,3
260,38,3
261,38,3
262,38,3
263,38,3
264,38,3
265,38,3
266,38,3
267,38,3
268,38,3
269,38,3
270,38,3
271,38,3
272,38,3
273,38,3
274,38,3
275,38,3
276,38,3
277,38,3
278,38,3
279,38,3
280,38,3
281,38,3
282,38,3
283,38,3
284,38,3
285,38,3
286,38,3
287,38,3
288,38,3
289,38,3
290,38,3
291,38,3
292,38,3
293,38,3
294,38,3
295,38,3
296,38,3
297,38,3
298,38,3
299,38,3
300,38,3
301,38,3
302,38,3
303,38,3
304,38,3
305,38,3
306,38,3
307,38,3
308,38,3
309,38,3
310,38,3
311,38,3
312,38,3
313,38,3
314,38,3
315,38,3
316,38,3
317,38,3
318,38,3
319,38,3
320,38,3
321,38,3
322,38,3
323,38,3
324,38,3
325,38,3
326,38,3
327,38,3
328,38,3
329,38,3
330,38,3
331,38,3
332,38,3
333,38,3
334,38,3
335,38,3
336,38,3
337,38,3
338,38,3
339,38,3
340,38,3
341,38,3
342,38,3
343,38,3
344,38,3
345,38,3
346,38,3
347,38,3
348,38,3
349,38,3
350,38,3
351,38,3
352,38,3
353,38,3
354,38,3
355,38,3
356,38,3
357,38,3
358,38,3
359,38,3
360,38,3
361,38,3
362,38,3
363,38,3
364,38,3
365,38,3
366,38,3
367,38,3
368,38,3
369,38,3
370,38,3
371,38,3
372,38,3
373,38,3
374,38,3
375,38,3
376,38,3
377,38,3
378,38,3
379,38,3
380,38,3
381,38,3
382,38,3
383,38,3
384,38,3
385,38,3
386,38,3
387,38,3
388,38,3
389,38,3
390,38,3
391,38,3
392,38,3
393,38,3
394,38,3
395,38,3
396,38,3
397,38,3
398,38,3
399,38,3
400,38,3
401,38,3
402,38,3
403,38,3
404,38,3
405,38,3
406,38,3
407,38,3
408,38,3
409,38,3
410,38,3
411,38,3
412,38,3
413,38,3
414,38,3
415,38,3
416,38,3
417,38,3
418,38,3
419,38,3
420,38,3
421,38,3
422,38,3
423,38,3
424,38,3
425,38,3
426,38,3
427,38,3
428,38,3
429,38,3
430,38,3
431,38,3
432,38,3
433,38,3
434,38,3
435,38,3
436,38,3
437,38,3
438,38,3
439,38,3
440,38,3
441,38,3
442,38,3
443,38,3
444,38,3
445,38,3
446,38,3
447,38,3
448,38,3
449,38,3
450,38,3
451,38,3
452,38,3
453,38,3
454,38,3
455,38,3
456,38,3
457,38,3
458,38,3
459,38,3
460,38,3
461,38,3
462,38,3
463,38,3
464,38,3
465,38,3
466,38,3
467,38,3
468,38,3
469,38,3
470,38,3
471,38,3
472,38,3
473,38,3
474,38,3
475,38,3
476,38,3
477,38,3
478,38,3
479,38,3
480,38,3
481,38,3
482,38,3
483,38,3
484,38,3
485,38,3
486,38,3
487,38,3
488,38,3
489,38,3
490,38,3
491,38,3
492,38,3
493,38,3
494,38,3
495,38,3
496,38,3
497,38,3
498,38,3
499,38,3
500,38,3
501,38,3
502,38,3
503,38,3
504,38,3
505,38,3
506,38,3
507,38,3
508,38,3
509,38,3
510,38,3
511,38,3
512,38,3
513,38,3
514,38,3
515,38,3
516,38,3
517,38,3
518,38,3
519,38,3
520,38,3
521,38,3
522,38,3
523,38,3
524,38,3
525,38,3
526,38,3
527,38,3
528,38,3
529,38,3
530,38,3
531,38,3
532,38,3
533,38,3
534,38,3
535,38,3
536,38,3
537,38,3
538,38,3
539,38,3
540,38,3
541,38,3
542,38,3
543,38,3
544,38,3
545,38,3
546,38,3
547,38,3
548,38,3
549,38,3
550,38,3
551,38,3
552,38,3
553,38,3
554,38,3
555,38,3
556,38,3
557,38,3
558,38,3
559,38,3
560,38,3
561,38,3
562,38,3
563,38,3
564,38,3
565,38,3
566,38,3
567,38,3
568,38,3
569,38,3
570,38,3
571,38,3
572,38,3
573,38,3
574,38,3
575,38,3
576,38,3
577,38,3
578,38,3
