Time Unit,Vervet Population,Leopard Population,Hawk Population,Python Population,Predator Population,Deaths due to Leopard,Deaths due to Hawk,Deaths due to Python,Total Predation Deaths,Starvation Deaths,Average Fear Level,Average Hunger Level,Average Energy Level
1,198,1,1,1,3,0,0,0,0,2,0,447.30309356496326,542.5958963340264
2,198,1,1,1,3,0,0,0,0,2,0,446.2869150370946,543.6120748618955
3,198,1,1,1,3,0,0,0,0,2,0,445.42957156897387,544.4694183300161
4,198,1,1,1,3,0,0,0,0,2,0,444.26963875164074,545.6293511473492
5,198,1,1,1,3,0,0,0,0,2,0,442.66515692871934,547.2338329702708
6,198,1,1,1,3,0,0,0,0,2,0,441.2498857674627,548.6491041315272
7,198,1,1,1,3,0,0,0,0,2,0,439.83336186490243,550.0656280340871
8,197,1,1,1,3,0,0,0,0,3,0,435.15292743438806,554.6947883016526
9,197,1,1,1,3,0,0,0,0,3,0,433.16368581747565,556.6840299185649
10,197,1,1,1,3,0,0,0,0,3,0,431.06291607131743,558.7847996647229
11,197,1,1,1,3,0,0,0,0,3,0,429.15879899411,560.6889167419303
12,197,1,1,1,3,0,0,0,0,3,0,426.9864392368284,562.8612764992122
13,197,1,1,1,3,0,0,0,0,3,0,424.08554667643136,565.7621690596095
14,197,1,1,1,3,0,0,0,0,3,0,421.77939619779613,568.068319538245
15,197,1,1,1,3,0,0,0,0,3,0,419.5045177197151,570.3431980163257
16,197,1,1,1,3,0,0,0,0,3,0,417.27145561106505,572.5762601249756
17,197,1,1,1,3,0,0,0,0,3,0,414.65903176356335,575.1886839724773
18,197,1,1,1,3,0,0,0,0,3,0,411.84076757245555,578.0069481635854
19,197,1,1,1,3,0,0,0,0,3,0,408.9214635480379,580.926252188003
20,197,1,1,1,3,0,0,0,0,3,0,406.30391705630717,583.5437986797339
21,196,1,1,1,3,0,1,0,1,3,0,403.255328570934,586.5405897964133
22,196,1,1,1,3,0,1,0,1,3,0,400.96457398198845,588.8313443853584
23,196,1,1,1,3,0,1,0,1,3,0,398.9828521209324,590.8130662464142
24,196,1,1,1,3,0,1,0,1,3,0,397.3612230578494,592.4346953094977
25,196,1,1,1,3,0,1,0,1,3,0,395.31140489056264,594.4845134767836
26,196,1,1,1,3,0,1,0,1,3,0,393.559309566629,596.2366088007182
27,196,1,1,1,3,0,1,0,1,3,0,391.9987212722244,597.7971970951227
28,196,1,1,1,3,0,1,0,1,3,0,390.2143646212625,599.5815537460845
29,196,1,1,1,3,0,1,0,1,3,0,388.1667678481754,601.6291505191715
30,196,1,1,1,3,0,1,0,1,3,4,434.02143292595986,555.7744854413869
31,186,1,1,1,3,0,1,0,1,13,35,397.69466235994145,591.5526494680155
32,186,1,1,1,3,0,1,0,1,13,35,393.487498955169,595.7598128727877
33,186,1,1,1,3,0,1,0,1,13,35,390.24003211060665,599.0072797173503
34,185,1,1,1,3,0,1,0,1,14,35,384.77653109187605,604.4126580973132
35,185,1,1,1,3,0,1,0,1,14,35,382.4020987798551,606.7870904093339
36,185,1,1,1,3,0,1,0,1,14,35,379.91499747335126,609.2741917158378
37,184,1,1,1,3,0,1,0,1,15,35,373.7769660868131,615.3534686957958
38,184,1,1,1,3,0,1,0,1,15,35,371.11686789838984,618.0135668842187
39,184,1,1,1,3,0,1,0,1,15,35,368.5313816549577,620.5990531276512
40,184,1,1,1,3,0,1,0,1,15,35,365.9289290563483,623.2015057262602
41,184,1,1,1,3,0,1,0,1,15,35,363.3418629412031,625.788571841406
42,184,1,1,1,3,0,1,0,1,15,35,360.53979142403097,628.5906433585778
43,184,1,1,1,3,0,1,0,1,15,35,357.6839973752209,631.4464374073875
44,184,1,1,1,3,0,1,0,1,15,35,355.1780730649379,633.9523617176712
45,184,1,1,1,3,0,1,0,1,15,35,352.51891698175194,636.6115178008565
46,184,1,1,1,3,0,1,0,1,15,35,349.87292295349215,639.2575118291169
47,184,1,1,1,3,0,1,0,1,15,35,347.3188650149183,641.8115697676902
48,184,1,1,1,3,0,1,0,1,15,35,344.9418938862796,644.1885408963291
49,184,1,1,1,3,0,1,0,1,15,35,342.4117801319036,646.7186546507049
50,184,1,1,1,3,0,1,0,1,15,35,340.1971023269588,648.93333245565
51,184,1,1,1,3,0,1,0,1,15,35,337.58209773548316,651.5483370471255
52,184,1,1,1,3,0,1,0,1,15,35,335.39569414195,653.734740640659
53,184,1,1,1,3,0,1,0,1,15,35,333.09623680228486,656.0341979803239
54,184,1,1,1,3,0,1,0,1,15,35,330.90718913405203,658.2232456485569
55,184,1,1,1,3,0,1,0,1,15,35,328.9302607140715,660.2001740685373
56,184,1,1,1,3,0,1,0,1,15,35,326.85387784930197,662.2765569333067
57,184,1,1,1,3,0,1,0,1,15,35,324.97918062229184,664.1512541603172
58,184,1,1,1,3,0,1,0,1,15,35,323.3074691605353,665.8229656220735
59,184,1,1,1,3,0,1,0,1,15,35,321.9433893942059,667.1870453884028
60,184,1,1,1,3,0,1,0,1,15,47,367.21144681444656,621.9189879681621
61,183,1,1,1,3,0,1,0,1,16,100,358.66554954937476,630.4054887019915
62,183,1,1,1,3,0,1,0,1,16,100,354.10244168450384,634.9685965668623
63,183,1,1,1,3,0,1,0,1,16,100,351.8569735019512,637.2140647494148
64,183,1,1,1,3,0,1,0,1,16,100,350.33536286158,638.7356753897857
65,183,1,1,1,3,0,1,0,1,16,100,348.84493197729955,640.2261062740664
66,183,1,1,1,3,0,1,0,1,16,100,347.95763502084293,641.1134032305231
67,182,1,1,1,3,1,1,0,2,16,97,348.0429451286659,640.9680438823228
68,182,1,1,1,3,1,1,0,2,16,97,347.39240713609,641.6185818748994
69,182,1,1,1,3,1,1,0,2,16,97,346.67604935066356,642.3349396603259
70,182,1,1,1,3,1,1,0,2,16,97,346.14808964204684,642.8628993689422
71,182,1,1,1,3,1,1,0,2,16,97,345.8301413674704,643.1808476435185
72,182,1,1,1,3,1,1,0,2,16,97,345.5667218978973,643.4442671130918
73,181,1,1,1,3,1,1,0,2,17,97,341.6720714406151,647.2782048024787
74,181,1,1,1,3,1,1,0,2,17,97,341.415220277812,647.5350559652818
75,181,1,1,1,3,1,1,0,2,17,97,341.07835621437107,647.8719200287226
76,181,1,1,1,3,1,1,0,2,17,97,340.8302145029861,648.1200617401079
77,180,1,1,1,3,1,1,0,2,18,98,336.7694742628178,652.1194146260707
78,180,1,1,1,3,1,1,0,2,18,98,336.3847311595749,652.5041577293141
79,180,1,1,1,3,1,1,0,2,18,98,336.14689362088836,652.7419952680011
80,180,1,1,1,3,1,1,0,2,18,98,336.1722422123462,652.716646676543
81,180,1,1,1,3,1,1,0,2,18,98,336.031542717329,652.8573461715605
82,180,1,1,1,3,1,1,0,2,18,98,335.85534290043756,653.0335459884517
83,180,1,1,1,3,1,1,0,2,18,98,335.70295758859623,653.1859313002926
84,180,1,1,1,3,1,1,0,2,18,98,335.31944901643516,653.5694398724538
85,180,1,1,1,3,1,1,0,2,18,98,334.9115347094939,653.9773541793949
86,180,1,1,1,3,1,1,0,2,18,98,334.70068011411854,654.1882087747699
