Time Unit,Leopard Deaths,Hawk Deaths,Python Deaths,Total Predation Deaths
5154,38,28,28,94
5164,38,29,28,95
5175,38,29,29,96
5214,39,29,29,97
5268,39,30,29,98
5307,40,30,29,99
5317,40,31,29,100
5323,40,32,29,101
5325,41,32,29,102
5344,41,32,30,103
5378,42,32,30,104
5499,42,33,30,105
5529,42,33,31,106
5540,42,33,32,107
5564,43,33,32,108
5604,43,34,32,109
5641,44,34,32,110
5649,44,35,32,111
5686,44,36,32,112
5714,45,36,32,113
5728,46,36,32,114
5742,47,36,32,115
5749,47,37,32,116
5870,47,38,32,117
5906,47,38,33,118
5908,47,38,34,119
5950,47,38,35,120
6002,48,38,35,121
6015,48,38,36,122
6017,48,39,36,123
6052,49,39,36,124
6074,50,39,36,125
6096,51,39,36,126
6101,52,39,36,127
6111,52,40,36,128
6132,53,40,36,129
6168,54,40,36,130
6175,55,40,36,131
6175,55,40,37,132
6192,55,41,37,133
6281,55,42,37,134
6290,56,42,37,135
6302,56,43,37,136
6321,56,44,37,137
6421,57,44,37,138
6448,57,45,37,139
6513,58,45,37,140
6513,59,45,37,141
6526,60,45,37,142
6592,61,45,37,143
6593,62,45,37,144
6700,62,46,37,145
6772,63,46,37,146
6778,63,47,37,147
6815,63,47,38,148
6818,64,47,38,149
6840,64,48,38,150
6993,64,48,39,151
7008,65,48,39,152
7020,66,48,39,153
7021,66,49,39,154
7029,67,49,39,155
7034,67,50,39,156
7041,68,50,39,157
7053,69,50,39,158
7065,69,50,40,159
7069,69,50,41,160
7127,70,50,41,161
7156,70,51,41,162
7167,70,51,42,163
7177,70,51,43,164
7231,71,51,43,165
7288,71,52,43,166
7305,72,52,43,167
7324,72,52,44,168
7335,72,53,44,169
7360,73,53,44,170
7365,74,53,44,171
7378,75,53,44,172
7540,75,53,45,173
7664,76,53,45,174
7724,76,54,45,175
7853,76,54,46,176
7881,77,54,46,177
7882,77,54,47,178
7906,77,55,47,179
7943,78,55,47,180
8002,78,55,48,181
8025,78,56,48,182
8034,79,56,48,183
8055,79,56,49,184
8060,80,56,49,185
8086,81,56,49,186
8115,81,56,50,187
8154,81,56,51,188
8231,81,56,52,189
8291,82,56,52,190
8312,82,56,53,191
8480,83,56,53,192
8603,83,56,54,193
8635,83,56,55,194
8667,84,56,55,195
8716,85,56,55,196
8726,85,56,56,197
8757,86,56,56,198
8939,87,56,56,199
8961,87,56,57,200
8999,88,56,57,201
9002,88,56,58,202
9021,89,56,58,203
9021,89,56,59,204
9027,89,56,60,205
9097,90,56,60,206
9131,91,56,60,207
9299,91,56,61,208
9301,92,56,61,209
9340,93,56,61,210
9434,93,56,62,211
9435,93,56,63,212
9464,93,56,64,213
9513,94,56,64,214
9521,94,56,65,215
9580,94,56,66,216
9612,95,56,66,217
9695,96,56,66,218
9736,96,56,67,219
9823,96,57,67,220
9883,96,57,68,221
9896,96,57,69,222
9921,97,57,69,223
10011,98,57,69,224
10023,99,57,69,225
10084,99,57,70,226
10124,99,58,70,227
10225,99,58,71,228
10264,100,58,71,229
10273,101,58,71,230
10359,102,58,71,231
10417,102,58,72,232
10449,103,58,72,233
10483,104,58,72,234
10487,104,58,73,235
10508,105,58,73,236
10519,106,58,73,237
10785,107,58,73,238
11017,107,58,74,239
11029,108,58,74,240
11049,108,58,75,241
11120,109,58,75,242
11209,110,58,75,243
11294,111,58,75,244
11379,112,58,75,245
11397,112,58,76,246
11490,113,58,76,247
11540,114,58,76,248
12002,115,58,76,249
12212,115,58,77,250
12532,115,58,78,251
12578,116,58,78,252
13085,116,58,79,253
13107,116,58,80,254
13125,116,58,81,255
13184,117,58,81,256
13186,117,58,82,257
14104,117,58,83,258
15063,117,58,84,259
15828,117,58,85,260
16167,117,58,86,261
16899,117,58,87,262
19096,117,58,88,263
19553,117,58,89,264
20104,117,58,90,265
20872,117,58,91,266
21196,117,58,92,267
21547,117,58,93,268
23221,117,58,94,269
23527,117,58,95,270
24018,117,58,96,271
24565,117,58,97,272
25165,117,58,98,273
25467,117,58,99,274
27218,117,58,100,275
27519,117,58,101,276
27823,117,58,102,277
29242,117,58,103,278
29578,117,58,104,279
31092,117,58,105,280
31581,117,58,106,281
31945,117,58,107,282
32512,117,58,108,283
33025,117,58,109,284
33364,117,58,110,285
33665,117,58,111,286
34023,117,58,112,287
34207,117,58,113,288
35002,117,58,114,289
35025,117,58,115,290
35062,117,58,116,291
35326,117,58,117,292
35656,117,58,118,293
35825,117,58,119,294
36002,117,58,120,295
36006,117,58,121,296
36167,117,58,122,297
36371,117,58,123,298
36685,117,58,124,299
37023,117,58,125,300
37055,117,58,126,301
37564,117,58,127,302
37789,117,58,128,303
37953,117,58,129,304
38030,117,58,130,305
38050,117,58,131,306
38134,117,58,132,307
38293,117,58,133,308
38311,117,58,134,309
38432,117,58,135,310
38609,117,58,136,311
38612,117,58,137,312
38740,117,58,138,313
39034,117,58,139,314
39045,117,58,140,315
39050,117,58,141,316
39079,117,58,142,317
39097,117,58,143,318
39121,117,58,144,319
39346,117,58,145,320
39398,117,58,146,321
39419,117,58,147,322
39544,117,58,148,323
39851,117,58,149,324
39961,117,58,150,325
40015,117,58,151,326
40035,117,58,152,327
40045,117,58,153,328
40058,117,58,154,329
40106,117,58,155,330
40155,117,58,156,331
40169,117,58,157,332
40346,117,58,158,333
40470,117,58,159,334
40596,117,58,160,335
40636,117,58,161,336
40660,117,58,162,337
40676,117,58,163,338
40701,117,58,164,339
40849,117,58,165,340
40881,117,58,166,341
40898,117,58,167,342
40899,117,58,168,343
41008,117,58,169,344
41015,117,58,170,345
41293,117,58,171,346
41381,117,58,172,347
41387,117,58,173,348
41459,117,58,174,349
41493,117,58,175,350
41798,117,58,176,351
41847,117,58,177,352
42002,117,58,178,353
42171,117,58,179,354
42219,117,58,180,355
42233,117,58,181,356
42247,117,58,182,357
42271,117,58,183,358
42866,117,58,184,359
43008,117,58,185,360
43017,117,58,186,361
43017,117,58,187,362
43034,117,58,188,363
43058,117,58,189,364
43181,117,58,190,365
43306,117,58,191,366
43359,117,58,192,367
43381,117,58,193,368
43418,117,58,194,369
43506,117,58,195,370
43513,117,58,196,371
43799,117,58,197,372
43824,117,58,198,373
43972,117,58,199,374
44003,117,58,200,375
44089,117,58,201,376
44110,117,58,202,377
44116,117,58,203,378
44119,117,58,204,379
44165,117,58,205,380
44329,117,58,206,381
44433,117,58,207,382
44480,117,58,208,383
44607,117,58,209,384
44666,117,58,210,385
44798,117,58,211,386
44951,117,58,212,387
44961,117,58,213,388
45005,117,58,214,389
45064,117,58,215,390
45191,117,58,216,391
45208,117,58,217,392
45349,117,58,218,393
45368,117,58,219,394
45940,117,58,220,395
46031,117,58,221,396
46070,117,58,222,397
46088,117,58,223,398
46171,117,58,224,399
46332,117,58,225,400
46529,117,58,226,401
46685,117,58,227,402
46710,117,58,228,403
46830,117,58,229,404
47010,117,58,230,405
47011,117,58,231,406
47069,117,58,232,407
47244,117,58,233,408
47400,117,58,234,409
47518,117,58,235,410
47623,117,58,236,411
47738,117,58,237,412
48163,117,58,238,413
48228,117,58,239,414
48458,117,58,240,415
48821,117,58,241,416
48948,117,58,242,417
49101,117,58,243,418
49176,117,58,244,419
49408,117,58,245,420
49724,117,58,246,421
49832,117,58,247,422
49944,117,58,248,423
50273,117,58,249,424
50722,117,58,250,425
51722,117,58,251,426
52044,117,58,252,427
52501,117,58,253,428
53002,117,58,254,429
53205,117,58,255,430
53964,117,58,256,431
54265,117,58,257,432
54922,117,58,258,433
55080,117,58,259,434
55223,117,58,260,435
55932,117,58,261,436
56623,117,58,262,437
57029,117,58,263,438
57075,117,58,264,439
57477,117,58,265,440
57729,117,58,266,441
58030,117,58,267,442
58333,117,58,268,443
59121,117,58,269,444
59152,117,58,270,445
59439,117,58,271,446
59453,117,58,272,447
59754,117,58,273,448
60008,117,58,274,449
60105,117,58,275,450
60374,117,58,276,451
60406,117,58,277,452
61030,117,58,278,453
61032,117,58,279,454
61058,117,58,280,455
61063,117,58,281,456
61087,117,58,282,457
61359,117,58,283,458
61393,117,58,284,459
61662,117,58,285,460
61743,117,58,286,461
61797,117,58,287,462
61987,117,58,288,463
62002,117,58,289,464
62011,117,58,290,465
62130,117,58,291,466
62148,117,58,292,467
62232,117,58,293,468
62250,117,58,294,469
62311,117,58,295,470
62711,117,58,296,471
62717,117,58,297,472
62781,117,58,298,473
63032,117,58,299,474
63071,117,58,300,475
63111,117,58,301,476
63176,117,58,302,477
63229,117,58,303,478
63268,117,58,304,479
63337,117,58,305,480
63592,117,58,306,481
63644,117,58,307,482
63880,117,58,308,483
64002,117,58,309,484
64040,117,58,310,485
64062,117,58,311,486
64103,117,58,312,487
64141,117,58,313,488
64211,117,58,314,489
64318,117,58,315,490
64345,117,58,316,491
64360,117,58,317,492
64363,117,58,318,493
64520,117,58,319,494
64966,117,58,320,495
65039,117,58,321,496
65051,117,58,322,497
65105,117,58,323,498
65109,117,58,324,499
65115,117,58,325,500
65223,117,58,326,501
65310,117,58,327,502
65345,117,58,328,503
65418,117,58,329,504
65543,117,58,330,505
65546,117,58,331,506
65571,117,58,332,507
65766,117,58,333,508
66006,117,58,334,509
66013,117,58,335,510
66059,117,58,336,511
66066,117,58,337,512
66067,117,58,338,513
66173,117,58,339,514
66223,117,58,340,515
66362,117,58,341,516
66392,117,58,342,517
66719,117,58,343,518
66781,117,58,344,519
66800,117,58,345,520
66846,117,58,346,521
66851,117,58,347,522
66905,117,58,348,523
67101,117,58,349,524
67114,117,58,350,525
67264,117,58,351,526
67336,117,58,352,527
67432,117,58,353,528
67519,117,58,354,529
67595,117,58,355,530
67685,117,58,356,531
67762,117,58,357,532
68140,117,58,358,533
68332,117,58,359,534
68378,117,58,360,535
68496,117,58,361,536
68575,117,58,362,537
68746,117,58,363,538
69092,117,58,364,539
69141,117,58,365,540
69253,117,58,366,541
69282,117,58,367,542
69639,117,58,368,543
69818,117,58,369,544
70005,117,58,370,545
70075,117,58,371,546
70194,117,58,372,547
70527,117,58,373,548
70751,117,58,374,549
71003,117,58,375,550
71003,117,58,376,551
71384,117,58,377,552
71685,117,58,378,553
71784,117,58,379,554
71829,117,58,380,555
71918,117,58,381,556
72724,117,58,382,557
72809,117,58,383,558
73104,117,58,384,559
73113,117,58,385,560
73181,117,58,386,561
74298,117,58,387,562
74433,117,58,388,563
74786,117,58,389,564
74787,117,58,390,565
75039,117,58,391,566
75341,117,58,392,567
75642,117,58,393,568
76026,117,58,394,569
76361,117,58,395,570
77080,117,58,396,571
78372,117,58,397,572
79562,117,58,398,573
79863,117,58,399,574
81226,117,58,400,575
82752,117,58,401,576
83053,117,58,402,577
83491,117,58,403,578
83868,117,58,404,579
84193,117,58,405,580
84523,117,58,406,581
85334,117,58,407,582
86680,117,58,408,583
87064,117,58,409,584
87840,117,58,410,585
88141,117,58,411,586
88502,117,58,412,587
89546,117,58,413,588
90090,117,58,414,589
91060,117,58,415,590
91845,117,58,416,591
92156,117,58,417,592
92495,117,58,418,593
92845,117,58,419,594
93002,117,58,420,595
94015,117,58,421,596
94316,117,58,422,597
94965,117,58,423,598
95002,117,58,424,599
95019,117,58,425,600
95655,117,58,426,601
96014,117,58,427,602
96032,117,58,428,603
96040,117,58,429,604
96108,117,58,430,605
96314,117,58,431,606
96527,117,58,432,607
96616,117,58,433,608
96698,117,58,434,609
96917,117,58,435,610
97007,117,58,436,611
97014,117,58,437,612
97015,117,58,438,613
97118,117,58,439,614
97248,117,58,440,615
97473,117,58,441,616
97707,117,58,442,617
97722,117,58,443,618
97919,117,58,444,619
98007,117,58,445,620
98025,117,58,446,621
98048,117,58,447,622
98113,117,58,448,623
98252,117,58,449,624
98463,117,58,450,625
98816,117,58,451,626
99002,117,58,452,627
99020,117,58,453,628
99174,117,58,454,629
99240,117,58,455,630
99476,117,58,456,631
99484,117,58,457,632
99581,117,58,458,633
99658,117,58,459,634
99777,117,58,460,635
100058,117,58,461,636
100087,117,58,462,637
100188,117,58,463,638
100243,117,58,464,639
100265,117,58,465,640
100570,117,58,466,641
100734,117,58,467,642
100788,117,58,468,643
101096,117,58,469,644
101160,117,58,470,645
101360,117,58,471,646
101398,117,58,472,647
101461,117,58,473,648
101592,117,58,474,649
101648,117,58,475,650
101706,117,58,476,651
101836,117,58,477,652
101997,117,58,478,653
102011,117,58,479,654
102077,117,58,480,655
102088,117,58,481,656
102096,117,58,482,657
102300,117,58,483,658
102461,117,58,484,659
102762,117,58,485,660
102871,117,58,486,661
103004,117,58,487,662
103011,117,58,488,663
103238,117,58,489,664
103314,117,58,490,665
103553,117,58,491,666
103600,117,58,492,667
103615,117,58,493,668
103722,117,58,494,669
103727,117,58,495,670
103848,117,58,496,671
104159,117,58,497,672
104167,117,58,498,673
104240,117,58,499,674
104267,117,58,500,675
104915,117,58,501,676
105016,117,58,502,677
105063,117,58,503,678
105288,117,58,504,679
105390,117,58,505,680
105656,117,58,506,681
105938,117,58,507,682
106030,117,58,508,683
106074,117,58,509,684
106086,117,58,510,685
106093,117,58,511,686
106114,117,58,512,687
106229,117,58,513,688
106394,117,58,514,689
106941,117,58,515,690
107003,117,58,516,691
107017,117,58,517,692
107072,117,58,518,693
107118,117,58,519,694
107236,117,58,520,695
107242,117,58,521,696
107266,117,58,522,697
107413,117,58,523,698
107479,117,58,524,699
107556,117,58,525,700
107809,117,58,526,701
107820,117,58,527,702
107882,117,58,528,703
108012,117,58,529,704
108139,117,58,530,705
108461,117,58,531,706
108504,117,58,532,707
108746,117,58,533,708
109002,117,58,534,709
109037,117,58,535,710
109119,117,58,536,711
109218,117,58,537,712
109303,117,58,538,713
109391,117,58,539,714
109493,117,58,540,715
109581,117,58,541,716
109867,117,58,542,717
110036,117,58,543,718
110143,117,58,544,719
110179,117,58,545,720
110213,117,58,546,721
110234,117,58,547,722
110383,117,58,548,723
110514,117,58,549,724
110540,117,58,550,725
110615,117,58,551,726
110684,117,58,552,727
110720,117,58,553,728
110799,117,58,554,729
110841,117,58,555,730
110953,117,58,556,731
111030,117,58,557,732
111073,117,58,558,733
111135,117,58,559,734
111317,117,58,560,735
111353,117,58,561,736
111392,117,58,562,737
111693,117,58,563,738
111886,117,58,564,739
112012,117,58,565,740
112019,117,58,566,741
112250,117,58,567,742
112296,117,58,568,743
112453,117,58,569,744
112565,117,58,570,745
112660,117,58,571,746
112983,117,58,572,747
113002,117,58,573,748
113168,117,58,574,749
113340,117,58,575,750
113394,117,58,576,751
113491,117,58,577,752
113604,117,58,578,753
113645,117,58,579,754
113770,117,58,580,755
113906,117,58,581,756
114002,117,58,582,757
114007,117,58,583,758
114014,117,58,584,759
114108,117,58,585,760
114365,117,58,586,761
114495,117,58,587,762
114550,117,58,588,763
114673,117,58,589,764
114980,117,58,590,765
115002,117,58,591,766
115048,117,58,592,767
115100,117,58,593,768
115101,117,58,594,769
115514,117,58,595,770
115560,117,58,596,771
116002,117,58,597,772
116026,117,58,598,773
116134,117,58,599,774
116231,117,58,600,775
116521,117,58,601,776
116748,117,58,602,777
116925,117,58,603,778
117003,117,58,604,779
117051,117,58,605,780
117239,117,58,606,781
117371,117,58,607,782
117830,117,58,608,783
118014,117,58,609,784
118051,117,58,610,785
118203,117,58,611,786
118315,117,58,612,787
118514,117,58,613,788
118934,117,58,614,789
119054,117,58,615,790
119228,117,58,616,791
119492,117,58,617,792
119529,117,58,618,793
119708,117,58,619,794
119793,117,58,620,795
119842,117,58,621,796
120040,117,58,622,797
120792,117,58,623,798
120854,117,58,624,799
121008,117,58,625,800
121179,117,58,626,801
121824,117,58,627,802
122237,117,58,628,803
122538,117,58,629,804
122681,117,58,630,805
122845,117,58,631,806
123037,117,58,632,807
123507,117,58,633,808
123808,117,58,634,809
123924,117,58,635,810
124149,117,58,636,811
124790,117,58,637,812
125616,117,58,638,813
126016,117,58,639,814
126495,117,58,640,815
126796,117,58,641,816
127137,117,58,642,817
127746,117,58,643,818
128627,117,58,644,819
129465,117,58,645,820
129766,117,58,646,821
130108,117,58,647,822
130699,117,58,648,823
131000,117,58,649,824
131597,117,58,650,825
132003,117,58,651,826
132435,117,58,652,827
132736,117,58,653,828
133045,117,58,654,829
133653,117,58,655,830
133954,117,58,656,831
134016,117,58,657,832
134356,117,58,658,833
134566,117,58,659,834
135007,117,58,660,835
135067,117,58,661,836
135396,117,58,662,837
135697,117,58,663,838
135772,117,58,664,839
136002,117,58,665,840
136011,117,58,666,841
136019,117,58,667,842
136660,117,58,668,843
136741,117,58,669,844
137004,117,58,670,845
137009,117,58,671,846
137055,117,58,672,847
137180,117,58,673,848
137329,117,58,674,849
137496,117,58,675,850
137496,117,58,676,851
137497,117,58,677,852
137798,117,58,678,853
137848,117,58,679,854
138002,117,58,680,855
138053,117,58,681,856
138099,117,58,682,857
138151,117,58,683,858
138355,117,58,684,859
138424,117,58,685,860
138504,117,58,686,861
138621,117,58,687,862
138716,117,58,688,863
138939,117,58,689,864
139011,117,58,690,865
139011,117,58,691,866
139011,117,58,692,867
139035,117,58,693,868
139115,117,58,694,869
139124,117,58,695,870
139413,117,58,696,871
139488,117,58,697,872
139531,117,58,698,873
139688,117,58,699,874
139820,117,58,700,875
139833,117,58,701,876
139840,117,58,702,877
139868,117,58,703,878
140002,117,58,704,879
140097,117,58,705,880
140320,117,58,706,881
140329,117,58,707,882
140361,117,58,708,883
140457,117,58,709,884
140762,117,58,710,885
140909,117,58,711,886
140976,117,58,712,887
141033,117,58,713,888
141048,117,58,714,889
141101,117,58,715,890
141137,117,58,716,891
141146,117,58,717,892
141318,117,58,718,893
141514,117,58,719,894
141612,117,58,720,895
141690,117,58,721,896
141731,117,58,722,897
141856,117,58,723,898
141905,117,58,724,899
141954,117,58,725,900
142002,117,58,726,901
142044,117,58,727,902
142068,117,58,728,903
142111,117,58,729,904
142177,117,58,730,905
142305,117,58,731,906
142409,117,58,732,907
142466,117,58,733,908
142614,117,58,734,909
142725,117,58,735,910
142943,117,58,736,911
142953,117,58,737,912
142994,117,58,738,913
143060,117,58,739,914
143137,117,58,740,915
143292,117,58,741,916
143405,117,58,742,917
143452,117,58,743,918
143692,117,58,744,919
143935,117,58,745,920
144003,117,58,746,921
144009,117,58,747,922
144068,117,58,748,923
144142,117,58,749,924
144209,117,58,750,925
144257,117,58,751,926
144305,117,58,752,927
144410,117,58,753,928
144514,117,58,754,929
144567,117,58,755,930
144630,117,58,756,931
144786,117,58,757,932
144837,117,58,758,933
144865,117,58,759,934
144907,117,58,760,935
144964,117,58,761,936
145043,117,58,762,937
145250,117,58,763,938
145286,117,58,764,939
145342,117,58,765,940
145486,117,58,766,941
145889,117,58,767,942
145967,117,58,768,943
146022,117,58,769,944
146061,117,58,770,945
146163,117,58,771,946
146323,117,58,772,947
146388,117,58,773,948
146445,117,58,774,949
146628,117,58,775,950
146962,117,58,776,951
147066,117,58,777,952
147137,117,58,778,953
147412,117,58,779,954
147465,117,58,780,955
147715,117,58,781,956
147717,117,58,782,957
148214,117,58,783,958
148298,117,58,784,959
148351,117,58,785,960
148354,117,58,786,961
148434,117,58,787,962
148591,117,58,788,963
148755,117,58,789,964
149043,117,58,790,965
149056,117,58,791,966
149114,117,58,792,967
149139,117,58,793,968
149393,117,58,794,969
149613,117,58,795,970
150062,117,58,796,971
150169,117,58,797,972
150659,117,58,798,973
150886,117,58,799,974
151038,117,58,800,975
151496,117,58,801,976
151714,117,58,802,977
152020,117,58,803,978
152038,117,58,804,979
152507,117,58,805,980
152883,117,58,806,981
153241,117,58,807,982
154002,117,58,808,983
154029,117,58,809,984
154887,117,58,810,985
156002,117,58,811,986
156012,117,58,812,987
156430,117,58,813,988
156578,117,58,814,989
156731,117,58,815,990
157197,117,58,816,991
158016,117,58,817,992
158960,117,58,818,993
159140,117,58,819,994
159261,117,58,820,995
159457,117,58,821,996
159603,117,58,822,997
159911,117,58,823,998
160057,117,58,824,999
160508,117,58,825,1000
161106,117,58,826,1001
161411,117,58,827,1002
162158,117,58,828,1003
162504,117,58,829,1004
162993,117,58,830,1005
163105,117,58,831,1006
163630,117,58,832,1007
163668,117,58,833,1008
164060,117,58,834,1009
164361,117,58,835,1010
164517,117,58,836,1011
165068,117,58,837,1012
165498,117,58,838,1013
165799,117,58,839,1014
166146,117,58,840,1015
166998,117,58,841,1016
167004,117,58,842,1017
167305,117,58,843,1018
167624,117,58,844,1019
167925,117,58,845,1020
167946,117,58,846,1021
168015,117,58,847,1022
168531,117,58,848,1023
169013,117,58,849,1024
169026,117,58,850,1025
169047,117,58,851,1026
169081,117,58,852,1027
169796,117,58,853,1028
170034,117,58,854,1029
170134,117,58,855,1030
170170,117,58,856,1031
170668,117,58,857,1032
170974,117,58,858,1033
171002,117,58,859,1034
171043,117,58,860,1035
171093,117,58,861,1036
171303,117,58,862,1037
171568,117,58,863,1038
171762,117,58,864,1039
171815,117,58,865,1040
172002,117,58,866,1041
172063,117,58,867,1042
172111,117,58,868,1043
172121,117,58,869,1044
172457,117,58,870,1045
172488,117,58,871,1046
172692,117,58,872,1047
172807,117,58,873,1048
172994,117,58,874,1049
173053,117,58,875,1050
173086,117,58,876,1051
173101,117,58,877,1052
173475,117,58,878,1053
173486,117,58,879,1054
173539,117,58,880,1055
173791,117,58,881,1056
173797,117,58,882,1057
173814,117,58,883,1058
174098,117,58,884,1059
174129,117,58,885,1060
174347,117,58,886,1061
174388,117,58,887,1062
174401,117,58,888,1063
174762,117,58,889,1064
174774,117,58,890,1065
175015,117,58,891,1066
175039,117,58,892,1067
175096,117,58,893,1068
175195,117,58,894,1069
175262,117,58,895,1070
175494,117,58,896,1071
175578,117,58,897,1072
175585,117,58,898,1073
176005,117,58,899,1074
176132,117,58,900,1075
176134,117,58,901,1076
176156,117,58,902,1077
176180,117,58,903,1078
176356,117,58,904,1079
176377,117,58,905,1080
176481,117,58,906,1081
176711,117,58,907,1082
176804,117,58,908,1083
177003,117,58,909,1084
177330,117,58,910,1085
177478,117,58,911,1086
177528,117,58,912,1087
177568,117,58,913,1088
177631,117,58,914,1089
177829,117,58,915,1090
177938,117,58,916,1091
178025,117,58,917,1092
178085,117,58,918,1093
178383,117,58,919,1094
178481,117,58,920,1095
178483,117,58,921,1096
178549,117,58,922,1097
178829,117,58,923,1098
179002,117,58,924,1099
179181,117,58,925,1100
179220,117,58,926,1101
179325,117,58,927,1102
179620,117,58,928,1103
179688,117,58,929,1104
179922,117,58,930,1105
179989,117,58,931,1106
180303,117,58,932,1107
180332,117,58,933,1108
180653,117,58,934,1109
180954,117,58,935,1110
181046,117,58,936,1111
181151,117,58,937,1112
181439,117,58,938,1113
182084,117,58,939,1114
182768,117,58,940,1115
183002,117,58,941,1116
183213,117,58,942,1117
183303,117,58,943,1118
183528,117,58,944,1119
183604,117,58,945,1120
184002,117,58,946,1121
184109,117,58,947,1122
184145,117,58,948,1123
184303,117,58,949,1124
185069,117,58,950,1125
185370,117,58,951,1126
185694,117,58,952,1127
186186,117,58,953,1128
186661,117,58,954,1129
186693,117,58,955,1130
187093,117,58,956,1131
187421,117,58,957,1132
187488,117,58,958,1133
188002,117,58,959,1134
188270,117,58,960,1135
188616,117,58,961,1136
189040,117,58,962,1137
189176,117,58,963,1138
189913,117,58,964,1139
190247,117,58,965,1140
190548,117,58,966,1141
190639,117,58,967,1142
191559,117,58,968,1143
191844,117,58,969,1144
191864,117,58,970,1145
192145,117,58,971,1146
192165,117,58,972,1147
192446,117,58,973,1148
192857,117,58,974,1149
193044,117,58,975,1150
193345,117,58,976,1151
194008,117,58,977,1152
194760,117,58,978,1153
194768,117,58,979,1154
195061,117,58,980,1155
195147,117,58,981,1156
195659,117,58,982,1157
196268,117,58,983,1158
196270,117,58,984,1159
197144,117,58,985,1160
197596,117,58,986,1161
197900,117,58,987,1162
198053,117,58,988,1163
198205,117,58,989,1164
198383,117,58,990,1165
198600,117,58,991,1166
198716,117,58,992,1167
198901,117,58,993,1168
199038,117,58,994,1169
199613,117,58,995,1170
200152,117,58,996,1171
200268,117,58,997,1172
200526,117,58,998,1173
200569,117,58,999,1174
200864,117,58,1000,1175
200995,117,58,1001,1176
201017,117,58,1002,1177
201165,117,58,1003,1178
201291,117,58,1004,1179
201398,117,58,1005,1180
201408,117,58,1006,1181
201639,117,58,1007,1182
201817,117,58,1008,1183
201925,117,58,1009,1184
202042,117,58,1010,1185
202118,117,58,1011,1186
202146,117,58,1012,1187
202169,117,58,1013,1188
202226,117,58,1014,1189
202853,117,58,1015,1190
202904,117,58,1016,1191
202973,117,58,1017,1192
203005,117,58,1018,1193
203027,117,58,1019,1194
203046,117,58,1020,1195
203071,117,58,1021,1196
203165,117,58,1022,1197
203279,117,58,1023,1198
203347,117,58,1024,1199
203412,117,58,1025,1200
203587,117,58,1026,1201
203774,117,58,1027,1202
203798,117,58,1028,1203
203880,117,58,1029,1204
203935,117,58,1030,1205
203956,117,58,1031,1206
203969,117,58,1032,1207
204065,117,58,1033,1208
204126,117,58,1034,1209
204167,117,58,1035,1210
204236,117,58,1036,1211
204254,117,58,1037,1212
204308,117,58,1038,1213
204373,117,58,1039,1214
204387,117,58,1040,1215
204391,117,58,1041,1216
204461,117,58,1042,1217
204470,117,58,1043,1218
204489,117,58,1044,1219
204742,117,58,1045,1220
204809,117,58,1046,1221
204822,117,58,1047,1222
204849,117,58,1048,1223
205038,117,58,1049,1224
205105,117,58,1050,1225
205123,117,58,1051,1226
205130,117,58,1052,1227
205205,117,58,1053,1228
205506,117,58,1054,1229
205604,117,58,1055,1230
205678,117,58,1056,1231
205692,117,58,1057,1232
205807,117,58,1058,1233
206002,117,58,1059,1234
206002,117,58,1060,1235
206009,117,58,1061,1236
206014,117,58,1062,1237
206135,117,58,1063,1238
