1,200,12
2,199,12
3,198,12
4,197,12
5,197,12
6,197,12
7,196,12
8,196,12
9,195,12
10,195,12
11,195,12
12,193,12
13,192,12
14,192,12
15,192,12
16,192,12
17,192,12
18,192,12
19,192,12
20,192,12
21,190,12
22,190,12
23,190,12
24,190,12
25,190,12
26,190,12
27,188,12
28,188,12
29,188,12
30,188,12
31,177,12
32,176,12
33,176,12
34,176,12
35,175,12
36,175,12
37,175,12
38,175,12
39,175,12
40,175,12
41,175,12
42,174,12
43,174,12
44,173,12
45,173,12
46,173,12
47,173,12
48,173,12
49,173,12
50,173,12
51,173,12
52,172,12
53,172,12
54,172,12
55,172,12
56,172,12
57,172,12
58,171,12
59,171,12
60,171,12
61,166,12
62,166,12
63,166,12
64,166,12
65,166,12
66,166,12
67,166,12
68,165,12
69,165,12
70,165,12
71,165,12
72,165,12
73,165,12
74,165,12
75,165,12
76,165,12
77,165,12
78,165,12
79,165,12
80,165,12
81,165,12
82,165,12
83,165,12
84,165,12
85,165,12
86,165,12
87,165,12
88,165,12
89,165,12
90,165,12
91,161,12
92,161,12
93,161,12
94,161,12
95,160,12
96,160,12
97,160,12
98,160,12
99,159,12
100,159,12
101,158,12
102,158,12
103,158,12
104,158,12
105,158,12
106,158,12
107,158,12
108,158,12
109,158,12
110,158,12
111,158,12
112,158,12
113,158,12
114,158,12
115,158,12
116,158,12
117,158,12
118,158,12
119,158,12
120,158,12
121,157,12
122,156,12
123,156,12
124,156,12
125,156,12
126,156,12
127,156,12
128,156,12
129,156,12
130,156,12
131,156,12
132,156,12
133,156,12
134,156,12
135,156,12
136,156,12
137,156,12
138,156,12
139,156,12
140,155,12
141,155,12
142,155,12
143,155,12
144,155,12
145,155,12
146,155,12
147,155,12
148,154,12
149,154,12
150,154,12
151,154,12
152,154,12
153,154,12
154,154,12
155,154,12
156,154,12
157,154,12
158,154,12
159,154,12
160,154,12
161,154,12
162,154,12
163,154,12
164,154,12
165,154,12
166,154,12
167,153,12
168,153,12
169,153,12
170,153,12
171,153,12
172,153,12
173,153,12
174,153,12
175,153,12
176,153,12
177,153,12
178,153,12
179,153,12
180,153,12
181,153,12
182,153,12
183,153,12
184,153,12
185,153,12
186,153,12
187,153,12
188,153,12
189,153,12
190,153,12
191,153,12
192,153,12
193,153,12
194,153,12
195,153,12
196,153,12
197,152,12
198,152,12
199,152,12
200,152,12
201,152,12
202,152,12
203,152,12
204,152,12
205,152,12
206,152,12
207,152,12
208,152,12
209,152,12
210,152,12
211,150,12
212,150,12
213,150,12
214,150,12
215,150,12
216,150,12
217,150,12
218,150,12
219,150,12
220,150,12
221,150,12
222,150,12
223,150,12
224,150,12
225,150,12
226,150,12
227,150,12
228,150,12
229,150,12
230,150,12
231,150,12
232,150,12
233,150,12
234,150,12
235,150,12
236,150,12
237,150,12
238,150,12
239,150,12
240,150,12
241,149,12
242,149,12
243,149,12
244,149,12
245,149,12
246,149,12
247,149,12
248,149,12
249,149,12
250,149,12
251,149,12
252,149,12
253,149,12
254,149,12
255,149,12
256,149,12
257,149,12
258,149,12
259,149,12
260,149,12
261,149,12
262,149,12
263,149,12
264,149,12
265,149,12
266,149,12
267,149,12
268,149,12
269,149,12
270,149,12
271,147,12
272,147,12
273,147,12
274,147,12
275,147,12
276,147,12
277,147,12
278,147,12
279,147,12
280,147,12
281,147,12
282,147,12
283,147,12
284,147,12
285,147,12
286,147,12
287,147,12
288,147,12
289,147,12
290,147,12
291,147,12
292,147,12
293,147,12
294,147,12
295,147,12
296,147,12
297,147,12
298,147,12
299,147,12
300,147,12
301,147,12
302,147,12
303,147,12
304,147,12
305,147,12
306,147,12
307,147,12
308,147,12
309,147,12
310,147,12
311,147,12
312,147,12
313,147,12
314,147,12
315,147,12
316,147,12
317,147,12
318,147,12
319,147,12
320,147,12
321,147,12
322,147,12
323,147,12
324,147,12
325,147,12
326,147,12
327,147,12
328,147,12
329,147,12
330,147,12
331,146,12
332,146,12
333,146,12
334,146,12
335,146,12
336,146,12
337,146,12
338,146,12
339,146,12
340,146,12
341,146,12
342,146,12
343,146,12
344,146,12
345,146,12
346,146,12
347,146,12
348,146,12
349,146,12
350,146,12
351,146,12
352,146,12
353,146,12
354,146,12
355,146,12
356,146,12
357,146,12
358,146,12
359,146,12
360,146,12
361,144,12
362,144,12
363,144,12
364,144,12
365,144,12
366,144,12
367,144,12
368,144,12
369,144,12
370,144,12
371,144,12
372,143,12
373,143,12
