Time Unit,Leopard Deaths,Hawk Deaths,Python Deaths,Total Predation Deaths
3190,36,40,29,105
3192,36,41,29,106
3236,36,42,29,107
3268,36,42,30,108
3333,37,42,30,109
3358,37,43,30,110
3365,37,43,31,111
3370,37,43,32,112
3383,37,44,32,113
3423,37,44,33,114
3426,37,45,33,115
3659,37,46,33,116
3679,38,46,33,117
3706,38,46,34,118
3803,39,46,34,119
3851,40,46,34,120
3945,40,47,34,121
4002,41,47,34,122
4002,41,48,34,123
4002,41,48,35,124
4058,41,48,36,125
4066,42,48,36,126
4079,42,48,37,127
4088,42,49,37,128
4102,42,49,38,129
4156,42,49,39,130
4169,42,50,39,131
4224,42,51,39,132
4329,42,51,40,133
4382,42,52,40,134
4401,42,52,41,135
4463,42,53,41,136
4506,43,53,41,137
4513,43,54,41,138
4644,44,54,41,139
4673,44,55,41,140
4779,44,55,42,141
4805,45,55,42,142
4879,45,56,42,143
4973,45,57,42,144
4981,45,58,42,145
5002,45,59,42,146
5012,46,59,42,147
5018,46,59,43,148
5025,47,59,43,149
5061,47,60,43,150
5123,47,60,44,151
5180,47,61,44,152
5238,47,61,45,153
5313,47,62,45,154
5360,47,62,46,155
5382,47,63,46,156
5391,47,64,46,157
5481,47,64,47,158
5588,48,64,47,159
5733,48,64,48,160
5737,48,64,49,161
5757,48,65,49,162
5889,48,65,50,163
5968,49,65,50,164
6004,49,66,50,165
6012,49,66,51,166
6033,49,66,52,167
6037,49,67,52,168
6066,49,67,53,169
6086,49,67,54,170
6128,49,67,55,171
6214,49,67,56,172
6365,49,67,57,173
6655,50,67,57,174
6713,50,68,57,175
6880,50,68,58,176
6919,50,69,58,177
6976,50,69,59,178
7044,50,69,60,179
7271,51,69,60,180
7288,51,69,61,181
7414,51,70,61,182
7429,51,70,62,183
7508,51,70,63,184
7646,51,70,64,185
7751,51,70,65,186
7855,51,70,66,187
8019,51,70,67,188
8020,51,70,68,189
8046,51,70,69,190
8100,51,70,70,191
8126,51,70,71,192
8183,51,70,72,193
8258,52,70,72,194
8304,52,70,73,195
8460,52,70,74,196
8541,52,70,75,197
8543,52,70,76,198
8605,52,70,77,199
8776,52,70,78,200
8830,52,70,79,201
8880,52,70,80,202
9061,52,70,81,203
9210,52,70,82,204
9386,52,70,83,205
9511,52,70,84,206
9580,52,70,85,207
9757,52,70,86,208
10030,52,70,87,209
10059,52,70,88,210
10260,52,70,89,211
10303,52,70,90,212
10364,52,70,91,213
10415,52,70,92,214
10561,52,70,93,215
10701,52,70,94,216
10946,52,70,95,217
10952,52,70,96,218
10954,52,70,97,219
11036,52,70,98,220
11087,52,70,99,221
11138,52,70,100,222
11217,52,70,101,223
11501,52,70,102,224
11591,52,70,103,225
11617,52,70,104,226
11716,52,70,105,227
12002,52,70,106,228
12321,52,70,107,229
12394,52,70,108,230
12400,52,70,109,231
13002,52,70,110,232
13109,52,70,111,233
13202,52,70,112,234
13330,52,70,113,235
13333,52,70,114,236
13507,52,70,115,237
13992,52,70,116,238
14386,52,70,117,239
14909,52,70,118,240
14983,52,70,119,241
15428,52,70,120,242
16289,52,70,121,243
17042,52,70,122,244
17344,52,70,123,245
18168,52,70,124,246
18729,52,70,125,247
19056,52,70,126,248
19556,52,70,127,249
19884,52,70,128,250
20293,52,70,129,251
20998,52,70,130,252
21780,52,70,131,253
22614,52,70,132,254
23399,52,70,133,255
23701,52,70,134,256
24240,52,70,135,257
24827,52,70,136,258
25175,52,70,137,259
25633,52,70,138,260
25934,52,70,139,261
26071,52,70,140,262
26465,52,70,141,263
26664,52,70,142,264
27112,52,70,143,265
27416,52,70,144,266
27433,52,70,145,267
27552,52,70,146,268
27977,52,70,147,269
28115,52,70,148,270
28121,52,70,149,271
28278,52,70,150,272
28315,52,70,151,273
28488,52,70,152,274
28607,52,70,153,275
28799,52,70,154,276
28943,52,70,155,277
28993,52,70,156,278
29015,52,70,157,279
29244,52,70,158,280
29331,52,70,159,281
29377,52,70,160,282
29546,52,70,161,283
29667,52,70,162,284
29718,52,70,163,285
30002,52,70,164,286
30008,52,70,165,287
30038,52,70,166,288
30076,52,70,167,289
30123,52,70,168,290
30195,52,70,169,291
30348,52,70,170,292
30571,52,70,171,293
30676,52,70,172,294
30714,52,70,173,295
30766,52,70,174,296
30848,52,70,175,297
30859,52,70,176,298
31006,52,70,177,299
31018,52,70,178,300
31021,52,70,179,301
31033,52,70,180,302
31160,52,70,181,303
31178,52,70,182,304
31196,52,70,183,305
31323,52,70,184,306
31334,52,70,185,307
31389,52,70,186,308
31466,52,70,187,309
31475,52,70,188,310
31499,52,70,189,311
31563,52,70,190,312
31661,52,70,191,313
31759,52,70,192,314
31834,52,70,193,315
31875,52,70,194,316
32002,52,70,195,317
32014,52,70,196,318
32014,52,70,197,319
32049,52,70,198,320
32079,52,70,199,321
32088,52,70,200,322
32093,52,70,201,323
32114,52,70,202,324
32137,52,70,203,325
32251,52,70,204,326
32275,52,70,205,327
32379,52,70,206,328
32383,52,70,207,329
32389,52,70,208,330
32439,52,70,209,331
32576,52,70,210,332
32627,52,70,211,333
32755,52,70,212,334
32761,52,70,213,335
32762,52,70,214,336
32802,52,70,215,337
32813,52,70,216,338
32935,52,70,217,339
32993,52,70,218,340
33002,52,70,219,341
33002,52,70,220,342
33002,52,70,221,343
33002,52,70,222,344
33003,52,70,223,345
33006,52,70,224,346
33021,52,70,225,347
33046,52,70,226,348
33056,52,70,227,349
33062,52,70,228,350
33066,52,70,229,351
33118,52,70,230,352
33168,52,70,231,353
33248,52,70,232,354
33331,52,70,233,355
33347,52,70,234,356
33407,52,70,235,357
33429,52,70,236,358
33580,52,70,237,359
33589,52,70,238,360
33639,52,70,239,361
33708,52,70,240,362
33725,52,70,241,363
33739,52,70,242,364
33750,52,70,243,365
33784,52,70,244,366
33790,52,70,245,367
33839,52,70,246,368
33849,52,70,247,369
34002,52,70,248,370
34003,52,70,249,371
34018,52,70,250,372
34021,52,70,251,373
34022,52,70,252,374
34028,52,70,253,375
34055,52,70,254,376
34067,52,70,255,377
34077,52,70,256,378
34124,52,70,257,379
34132,52,70,258,380
34133,52,70,259,381
34178,52,70,260,382
34179,52,70,261,383
34180,52,70,262,384
34331,52,70,263,385
34406,52,70,264,386
34433,52,70,265,387
34449,52,70,266,388
34572,52,70,267,389
34601,52,70,268,390
34683,52,70,269,391
34690,52,70,270,392
34726,52,70,271,393
34754,52,70,272,394
34763,52,70,273,395
34862,52,70,274,396
34873,52,70,275,397
34916,52,70,276,398
35003,52,70,277,399
35008,52,70,278,400
35027,52,70,279,401
35033,52,70,280,402
35098,52,70,281,403
35120,52,70,282,404
35159,52,70,283,405
35220,52,70,284,406
35238,52,70,285,407
35281,52,70,286,408
35287,52,70,287,409
35292,52,70,288,410
35312,52,70,289,411
35363,52,70,290,412
35540,52,70,291,413
35629,52,70,292,414
35674,52,70,293,415
35703,52,70,294,416
35728,52,70,295,417
35737,52,70,296,418
35742,52,70,297,419
35742,52,70,298,420
35805,52,70,299,421
35807,52,70,300,422
35859,52,70,301,423
36007,52,70,302,424
36028,52,70,303,425
36044,52,70,304,426
36060,52,70,305,427
36063,52,70,306,428
36072,52,70,307,429
36074,52,70,308,430
36109,52,70,309,431
36121,52,70,310,432
36122,52,70,311,433
36177,52,70,312,434
36236,52,70,313,435
36243,52,70,314,436
36279,52,70,315,437
36353,52,70,316,438
36363,52,70,317,439
36481,52,70,318,440
36503,52,70,319,441
36644,52,70,320,442
36704,52,70,321,443
36706,52,70,322,444
36764,52,70,323,445
36779,52,70,324,446
36791,52,70,325,447
36804,52,70,326,448
36879,52,70,327,449
36988,52,70,328,450
37003,52,70,329,451
37047,52,70,330,452
37077,52,70,331,453
37101,52,70,332,454
37123,52,70,333,455
37172,52,70,334,456
37176,52,70,335,457
37176,52,70,336,458
37230,52,70,337,459
37249,52,70,338,460
37251,52,70,339,461
37330,52,70,340,462
37381,52,70,341,463
37420,52,70,342,464
37626,52,70,343,465
37775,52,70,344,466
37812,52,70,345,467
38004,52,70,346,468
38022,52,70,347,469
38031,52,70,348,470
38067,52,70,349,471
38070,52,70,350,472
38072,52,70,351,473
38167,52,70,352,474
38173,52,70,353,475
38422,52,70,354,476
38446,52,70,355,477
38513,52,70,356,478
38585,52,70,357,479
38780,52,70,358,480
38790,52,70,359,481
38791,52,70,360,482
38957,52,70,361,483
39009,52,70,362,484
39099,52,70,363,485
39118,52,70,364,486
39161,52,70,365,487
39174,52,70,366,488
39175,52,70,367,489
39182,52,70,368,490
39223,52,70,369,491
39239,52,70,370,492
39317,52,70,371,493
39341,52,70,372,494
39435,52,70,373,495
39450,52,70,374,496
39482,52,70,375,497
39544,52,70,376,498
39611,52,70,377,499
39690,52,70,378,500
39708,52,70,379,501
39856,52,70,380,502
40010,52,70,381,503
40119,52,70,382,504
40144,52,70,383,505
40274,52,70,384,506
40329,52,70,385,507
40338,52,70,386,508
40423,52,70,387,509
40575,52,70,388,510
40658,52,70,389,511
40902,52,70,390,512
41016,52,70,391,513
41027,52,70,392,514
41059,52,70,393,515
41113,52,70,394,516
41399,52,70,395,517
41400,52,70,396,518
41501,52,70,397,519
42009,52,70,398,520
42044,52,70,399,521
42048,52,70,400,522
42053,52,70,401,523
42188,52,70,402,524
42521,52,70,403,525
42694,52,70,404,526
42764,52,70,405,527
42859,52,70,406,528
43089,52,70,407,529
43106,52,70,408,530
43124,52,70,409,531
43227,52,70,410,532
43569,52,70,411,533
43622,52,70,412,534
44002,52,70,413,535
44002,52,70,414,536
44027,52,70,415,537
44039,52,70,416,538
44041,52,70,417,539
44425,52,70,418,540
44817,52,70,419,541
45087,52,70,420,542
45199,52,70,421,543
45422,52,70,422,544
45518,52,70,423,545
45550,52,70,424,546
45857,52,70,425,547
46002,52,70,426,548
46027,52,70,427,549
46397,52,70,428,550
46705,52,70,429,551
46885,52,70,430,552
46926,52,70,431,553
47258,52,70,432,554
47307,52,70,433,555
47553,52,70,434,556
47817,52,70,435,557
47886,52,70,436,558
48005,52,70,437,559
48115,52,70,438,560
48118,52,70,439,561
48364,52,70,440,562
48461,52,70,441,563
48507,52,70,442,564
48573,52,70,443,565
48808,52,70,444,566
48947,52,70,445,567
49083,52,70,446,568
49420,52,70,447,569
49762,52,70,448,570
49975,52,70,449,571
