Time Unit,Leopard Deaths,Hawk Deaths,Python Deaths,Total Predation Deaths
2,0,1,0,1
3,1,1,0,2
7,1,1,1,3
12,1,2,1,4
21,2,2,1,5
32,2,2,2,6
35,2,3,2,7
44,3,3,2,8
58,4,3,2,9
68,4,4,2,10
122,4,4,3,11
372,4,5,3,12
389,5,5,3,13
417,5,6,3,14
420,5,7,3,15
538,5,7,4,16
607,5,7,5,17
666,6,7,5,18
678,7,7,5,19
728,7,8,5,20
779,8,8,5,21
804,8,8,6,22
966,9,8,6,23
969,9,8,7,24
1002,10,8,7,25
1008,10,9,7,26
1029,10,9,8,27
1032,10,10,8,28
1041,10,11,8,29
1049,11,11,8,30
1051,12,11,8,31
1057,13,11,8,32
1065,13,12,8,33
1089,13,13,8,34
1118,14,13,8,35
1125,14,13,9,36
1154,14,13,10,37
1174,14,14,10,38
1205,14,14,11,39
1299,15,14,11,40
1422,15,14,12,41
1422,15,15,12,42
1422,15,16,12,43
1447,15,17,12,44
1452,16,17,12,45
1494,16,17,13,46
1502,17,17,13,47
1506,17,17,14,48
1530,18,17,14,49
1589,18,17,15,50
1784,18,17,16,51
1852,18,18,16,52
1863,18,19,16,53
1901,18,20,16,54
1934,19,20,16,55
1966,19,21,16,56
1989,19,22,16,57
1993,20,22,16,58
2002,21,22,16,59
2024,21,23,16,60
2028,22,23,16,61
2036,22,24,16,62
2083,22,25,16,63
2114,22,26,16,64
2116,22,26,17,65
2154,22,26,18,66
2210,22,26,19,67
2233,22,26,20,68
2311,23,26,20,69
2319,24,26,20,70
2322,25,26,20,71
2329,25,27,20,72
2336,26,27,20,73
2336,26,28,20,74
2355,26,29,20,75
2425,27,29,20,76
2445,27,30,20,77
2544,27,30,21,78
2596,27,30,22,79
2727,28,30,22,80
2737,28,31,22,81
2766,28,32,22,82
2783,28,33,22,83
2834,28,33,23,84
2849,29,33,23,85
2880,30,33,23,86
2880,30,34,23,87
2901,30,35,23,88
2939,30,36,23,89
3002,31,36,23,90
3002,31,37,23,91
3009,31,38,23,92
3017,31,38,24,93
3019,31,39,24,94
3025,32,39,24,95
3028,33,39,24,96
3034,33,40,24,97
3059,33,40,25,98
3062,33,40,26,99
3112,33,40,27,100
3122,34,40,27,101
3139,35,40,27,102
3142,35,40,28,103
3181,35,40,29,104
