Time Unit,Vervet Population,Predator Population
1,198,12
2,197,12
3,197,12
4,196,12
5,196,12
6,196,12
7,196,12
8,196,12
9,195,12
10,195,12
11,193,12
12,193,12
13,193,12
14,193,12
15,193,12
16,193,12
17,193,12
18,193,12
19,193,12
20,193,12
21,193,12
22,193,12
23,193,12
24,192,12
25,192,12
26,192,12
27,192,12
28,192,12
29,192,12
30,191,12
31,185,12
32,185,12
33,184,12
34,184,12
35,184,12
36,184,12
37,183,12
38,183,12
39,183,12
40,183,12
41,182,12
42,182,12
43,182,12
44,182,12
45,182,12
46,182,12
47,182,12
48,182,12
49,182,12
50,182,12
51,182,12
52,181,12
53,181,12
54,181,12
55,181,12
56,181,12
57,181,12
58,181,12
59,181,12
60,181,12
61,173,12
62,172,12
63,172,12
64,172,12
65,172,12
66,172,12
67,172,12
68,172,12
69,172,12
70,171,12
71,171,12
72,171,12
73,171,12
74,171,12
75,169,12
76,169,12
77,169,12
78,169,12
79,169,12
80,169,12
81,169,12
82,169,12
83,169,12
84,169,12
85,168,12
86,168,12
87,168,12
88,168,12
89,168,12
90,168,12
91,167,12
92,166,12
93,166,12
94,166,12
95,166,12
96,165,12
97,164,12
98,164,12
99,164,12
100,164,12
101,164,12
102,164,12
103,164,12
104,164,12
105,164,12
106,164,12
107,163,12
108,163,12
109,163,12
110,163,12
111,163,12
112,162,12
113,162,12
114,162,12
115,161,12
116,161,12
117,161,12
118,161,12
119,161,12
120,161,12
121,157,12
122,157,12
123,157,12
124,157,12
125,157,12
126,157,12
127,157,12
128,157,12
129,157,12
130,157,12
131,157,12
132,157,12
133,157,12
134,157,12
135,157,12
136,157,12
137,157,12
138,157,12
139,157,12
140,157,12
141,157,12
142,157,12
143,157,12
144,157,12
145,157,12
146,157,12
147,157,12
148,157,12
149,157,12
150,157,12
151,155,12
152,155,12
153,155,12
154,155,12
155,155,12
156,155,12
157,155,12
158,155,12
159,155,12
160,155,12
161,155,12
162,155,12
163,155,12
164,155,12
165,155,12
166,155,12
167,155,12
168,155,12
169,155,12
170,155,12
171,155,12
172,155,12
173,155,12
174,155,12
175,155,12
176,155,12
177,155,12
178,155,12
179,155,12
180,155,12
181,152,12
182,152,12
183,152,12
184,152,12
185,152,12
186,152,12
187,152,12
188,152,12
189,152,12
190,152,12
191,152,12
192,152,12
193,152,12
194,152,12
195,152,12
196,152,12
197,152,12
198,152,12
199,151,12
200,150,12
201,150,12
202,150,12
203,150,12
204,149,12
205,149,12
206,149,12
207,149,12
208,148,12
209,148,12
210,148,12
211,148,12
212,148,12
213,148,12
214,148,12
215,148,12
216,148,12
217,148,12
218,148,12
219,148,12
220,148,12
221,148,12
222,148,12
223,147,12
224,147,12
225,147,12
226,147,12
227,147,12
228,147,12
229,147,12
230,147,12
231,147,12
232,147,12
233,147,12
234,147,12
235,147,12
236,147,12
237,147,12
238,147,12
239,147,12
240,147,12
241,147,12
242,147,12
243,147,12
244,147,12
245,147,12
246,147,12
247,147,12
248,147,12
249,147,12
250,147,12
251,147,12
252,147,12
253,147,12
254,147,12
255,147,12
256,147,12
257,147,12
258,147,12
259,147,12
260,147,12
261,147,12
262,147,12
263,147,12
264,147,12
265,147,12
266,147,12
267,147,12
268,147,12
269,147,12
270,147,12
271,147,12
272,147,12
273,147,12
274,147,12
275,147,12
276,147,12
277,147,12
278,147,12
279,147,12
280,147,12
281,147,12
282,147,12
283,147,12
284,147,12
285,147,12
