Time Unit,Vervet Population,Leopard Population,Hawk Population,Python Population,Predator Population,Deaths due to Leopard,Deaths due to Hawk,Deaths due to Python,Total Predation Deaths,Starvation Deaths,Average Fear Level,Average Hunger Level,Average Energy Level
1,199,1,1,1,3,0,0,0,0,1,0,507.24730204573706,482.7024466979816
2,198,1,1,1,3,0,0,1,1,1,0,503.56673223547494,486.33225766351495
3,198,1,1,1,3,0,0,1,1,1,0,502.18595375227915,487.71303614671086
4,198,1,1,1,3,0,0,1,1,1,0,500.32864696529276,489.57034293369713
5,198,1,1,1,3,0,0,1,1,1,0,498.3439739947397,491.5550159042501
6,197,1,1,1,3,0,0,1,1,2,0,493.2456809637137,496.602034772327
7,197,1,1,1,3,0,0,1,1,2,0,490.3928595487619,499.4548561872788
8,196,1,1,1,3,0,0,1,1,3,0,484.5640909812401,505.23182738610683
9,195,1,1,1,3,0,0,1,1,4,0,478.7179766124489,511.02561313114086
10,195,1,1,1,3,0,0,1,1,4,0,475.52939998642603,514.2141897571639
11,195,1,1,1,3,0,0,1,1,4,0,472.2269557055891,517.5166340380006
12,195,1,1,1,3,0,0,1,1,4,0,468.5204332541263,521.2231564894635
13,195,1,1,1,3,0,0,1,1,4,0,464.87308973286036,524.8705000107293
14,194,1,1,1,3,0,0,1,1,5,0,458.1834816059094,531.5072400435753
15,194,1,1,1,3,0,0,1,1,5,0,454.12734621958,535.5633754299046
16,194,1,1,1,3,0,0,1,1,5,0,449.97434856826357,539.7163730812213
17,194,1,1,1,3,0,0,1,1,5,0,445.8099067448164,543.8808149046682
18,194,1,1,1,3,0,0,1,1,5,0,441.7305787573359,547.9601428921486
19,194,1,1,1,3,0,0,1,1,5,0,437.2824242464067,552.4082974030779
20,194,1,1,1,3,0,0,1,1,5,0,432.86893830323925,556.8217833462453
21,193,1,1,1,3,0,0,1,1,6,0,425.6172355165079,564.0200701829741
22,193,1,1,1,3,0,0,1,1,6,0,420.93404911861285,568.7032565808692
23,193,1,1,1,3,0,0,1,1,6,0,415.77372342368216,573.8635822757997
24,193,1,1,1,3,0,0,1,1,6,0,411.2226712851518,578.4146344143298
25,193,1,1,1,3,0,0,1,1,6,0,406.7432935888559,582.8940121106257
26,193,1,1,1,3,0,0,1,1,6,0,402.58344454653377,587.0538611529481
27,193,1,1,1,3,0,0,1,1,6,0,398.2178711218529,591.419434577629
28,193,1,1,1,3,0,0,1,1,6,0,393.9247665029441,595.7125391965378
29,193,1,1,1,3,0,0,1,1,6,0,389.63663837323816,600.0006673262435
30,193,1,1,1,3,0,0,1,1,6,8,436.18859544058733,553.4487102588946
31,185,1,1,1,3,0,0,1,1,14,123,406.3724874350852,582.816701754104
32,185,1,1,1,3,0,0,1,1,14,123,399.73971921984423,589.4494699693448
33,185,1,1,1,3,0,0,1,1,14,123,395.868077536935,593.3211116522542
34,185,1,1,1,3,0,0,1,1,14,123,392.58225308421953,596.6069361049696
35,185,1,1,1,3,0,0,1,1,14,123,389.6191896577728,599.5699995314168
36,185,1,1,1,3,0,0,1,1,14,123,386.72217072685237,602.467018462337
37,185,1,1,1,3,0,0,1,1,14,123,383.9138150359783,605.275374153211
38,185,1,1,1,3,0,0,1,1,14,123,381.7281445485027,607.4610446406866
39,185,1,1,1,3,0,0,1,1,14,123,379.5754213479838,609.6137678412049
40,185,1,1,1,3,0,0,1,1,14,123,377.7812671395061,611.4079220496828
41,185,1,1,1,3,0,0,1,1,14,123,375.95408240728415,613.2351067819048
42,185,1,1,1,3,0,0,1,1,14,123,373.99882363432465,615.1903655548648
43,185,1,1,1,3,0,0,1,1,14,123,372.2062219450004,616.9829672441891
44,185,1,1,1,3,0,0,1,1,14,123,370.4994696979857,618.6897194912034
45,185,1,1,1,3,0,0,1,1,14,123,369.10482845468647,620.0843607345025
46,185,1,1,1,3,0,0,1,1,14,123,367.62302239850357,621.5661667906857
47,185,1,1,1,3,0,0,1,1,14,123,366.39096688736566,622.7982223018239
48,185,1,1,1,3,0,0,1,1,14,123,364.78797575688213,624.4012134323075
49,185,1,1,1,3,0,0,1,1,14,123,363.37373856767977,625.8154506215095
50,184,1,1,1,3,0,1,1,2,14,120,363.3382007670415,625.7922340155675
51,184,1,1,1,3,0,1,1,2,14,120,362.06856953390894,627.0618652486995
52,184,1,1,1,3,0,1,1,2,14,120,360.81635697266756,628.3140778099413
53,184,1,1,1,3,0,1,1,2,14,120,359.9207066710714,629.209728111537
54,184,1,1,1,3,0,1,1,2,14,120,358.72356071783196,630.4068740647765
55,184,1,1,1,3,0,1,1,2,14,120,357.76188722613426,631.3685475564744
56,184,1,1,1,3,0,1,1,2,14,120,356.72242645360404,632.4080083290042
57,184,1,1,1,3,0,1,1,2,14,120,355.42645934736873,633.7039754352402
58,183,1,1,1,3,0,1,1,2,15,121,350.50909544252863,638.5619428088372
59,183,1,1,1,3,0,1,1,2,15,121,349.0011253116329,640.0699129397336
60,183,1,1,1,3,0,1,1,2,15,137,394.12086454027053,594.9501737110954
61,180,1,1,1,3,0,1,1,2,18,133,379.3133873736997,609.5755015151893
62,180,1,1,1,3,0,1,1,2,18,133,375.5699210748667,613.3189678140218
63,179,1,1,1,3,1,1,1,3,18,130,374.7772578352529,614.0495578072052
64,179,1,1,1,3,1,1,1,3,18,130,373.2891907560594,615.5376248863988
65,179,1,1,1,3,1,1,1,3,18,130,372.1001584050654,616.7266572373926
66,179,1,1,1,3,1,1,1,3,18,130,370.8372342203817,617.9895814220764
67,179,1,1,1,3,1,1,1,3,18,130,369.57729462187837,619.24952102058
68,179,1,1,1,3,1,1,1,3,18,130,368.0816821518193,620.7451334906389
69,179,1,1,1,3,1,1,1,3,18,130,366.8295589384369,621.9972567040213
70,179,1,1,1,3,1,1,1,3,18,130,365.47694146550447,623.3498741769537
71,179,1,1,1,3,1,1,1,3,18,130,364.1740738869124,624.6527417555454
72,179,1,1,1,3,1,1,1,3,18,130,363.35534425889034,625.4714713835674
73,179,1,1,1,3,1,1,1,3,18,130,362.64992202935565,626.1768936131022
74,179,1,1,1,3,1,1,1,3,18,130,361.9785193712943,626.848296271164
75,179,1,1,1,3,1,1,1,3,18,130,361.3773515923743,627.4494640500842
76,179,1,1,1,3,1,1,1,3,18,130,360.76292079511944,628.0638948473388
77,178,1,1,1,3,1,1,1,3,19,131,356.6937673913334,632.0702775524869
