Time Unit,Vervet Population,Leopard Population,Hawk Population,Python Population,Predator Population,Deaths due to Leopard,Deaths due to Hawk,Deaths due to Python,Total Predation Deaths,Starvation Deaths,Average Fear Level,Average Hunger Level,Average Energy Level
174,164,1,1,1,3,1,1,0,2,34,92,271.97663898202177,715.828239066759
175,164,1,1,1,3,1,1,0,2,34,92,271.0808296428111,716.7240484059696
176,164,1,1,1,3,1,1,0,2,34,92,270.2361384566429,717.5687395921375
177,164,1,1,1,3,1,1,0,2,34,92,268.5961219142859,719.2087561344947
178,164,1,1,1,3,1,1,0,2,34,92,266.8985097786103,720.9063682701702
179,164,1,1,1,3,1,1,0,2,34,92,265.35969539986223,722.445182648918
180,164,1,1,1,3,1,1,0,2,34,92,303.7913190599224,684.0135589888582
181,164,1,1,1,3,1,1,0,2,34,92,295.69435049700655,692.1105275517734
182,163,1,1,1,3,1,1,1,3,34,93,292.9974980552267,694.7325632944668
183,163,1,1,1,3,1,1,1,3,34,93,290.52347173272847,697.206589616965
184,163,1,1,1,3,1,1,1,3,34,93,288.4312212300649,699.2988401196284
185,163,1,1,1,3,1,1,1,3,34,93,286.9198230770845,700.8102382726084
186,163,1,1,1,3,1,1,1,3,34,93,285.4607387453279,702.2693226043655
187,163,1,1,1,3,1,1,1,3,34,93,284.13320923942916,703.5968521102642
188,163,1,1,1,3,1,1,1,3,34,93,282.8036503110211,704.9264110386719
189,163,1,1,1,3,1,1,1,3,34,93,281.3004003816322,706.4296609680607
190,163,1,1,1,3,1,1,1,3,34,93,279.2549935877387,708.475067761954
191,163,1,1,1,3,1,1,1,3,34,93,277.6264470912442,710.103614258449
192,163,1,1,1,3,1,1,1,3,34,93,275.61324981749283,712.1168115322005
193,163,1,1,1,3,1,1,1,3,34,93,273.7020175095816,714.0280438401116
194,163,1,1,1,3,1,1,1,3,34,93,271.57100504757784,716.1590563021151
195,163,1,1,1,3,1,1,1,3,34,93,270.11945203180085,717.6106093178925
196,163,1,1,1,3,1,1,1,3,34,93,268.73137439204754,718.9986869576459
197,163,1,1,1,3,1,1,1,3,34,93,267.2119480450042,720.5181133046887
198,163,1,1,1,3,1,1,1,3,34,93,265.71187009113174,722.0181912585621
199,163,1,1,1,3,1,1,1,3,34,93,264.23889836646754,723.4911629832256
200,163,1,1,1,3,1,1,1,3,34,93,262.7191372199366,725.0109241297569
201,163,1,1,1,3,1,1,1,3,34,93,261.49681855125704,726.2332427984361
202,163,1,1,1,3,1,1,1,3,34,93,259.98156340734465,727.7484979423485
203,163,1,1,1,3,1,1,1,3,34,93,258.8320976433795,728.8979637063139
204,163,1,1,1,3,1,1,1,3,34,93,257.2440535019929,730.4860078477001
205,163,1,1,1,3,1,1,1,3,34,93,255.5679807104866,732.162080639207
206,163,1,1,1,3,1,1,1,3,34,93,254.10035948889129,733.6297018608017
207,163,1,1,1,3,1,1,1,3,34,93,252.65453381889992,735.0755275307932
208,163,1,1,1,3,1,1,1,3,34,93,251.54520272445583,736.1848586252376
209,163,1,1,1,3,1,1,1,3,34,93,250.35004280356884,737.3800185461243
210,163,1,1,1,3,1,1,1,3,34,120,298.54449867140835,689.1855626782849
211,160,1,1,1,3,1,1,1,3,37,123,274.65392072263734,712.8460792773626
212,160,1,1,1,3,1,1,1,3,37,123,267.99152985809417,719.5084701419054
213,160,1,1,1,3,1,1,1,3,37,123,264.0124680331926,723.4875319668074
214,160,1,1,1,3,1,1,1,3,37,123,261.7046780835131,725.7953219164864
215,160,1,1,1,3,1,1,1,3,37,123,260.5020275537432,726.9979724462567
216,160,1,1,1,3,1,1,1,3,37,123,259.2910663929896,728.2089336070104
217,160,1,1,1,3,1,1,1,3,37,123,257.95948182812896,729.5405181718706
218,160,1,1,1,3,1,1,1,3,37,123,256.99971039220935,730.5002896077906
219,160,1,1,1,3,1,1,1,3,37,123,255.88515097940768,731.6148490205923
220,160,1,1,1,3,1,1,1,3,37,123,255.20152109154142,732.2984789084585
221,160,1,1,1,3,1,1,1,3,37,123,254.53351027898034,732.9664897210198
222,160,1,1,1,3,1,1,1,3,37,123,254.05048566903506,733.449514330965
223,160,1,1,1,3,1,1,1,3,37,123,253.7658369892943,733.7341630107056
224,160,1,1,1,3,1,1,1,3,37,123,253.52203280171415,733.9779671982858
225,160,1,1,1,3,1,1,1,3,37,123,252.89929600645533,734.6007039935444
226,160,1,1,1,3,1,1,1,3,37,123,252.48208238542216,735.0179176145779
227,160,1,1,1,3,1,1,1,3,37,123,251.97086406571265,735.5291359342871
228,160,1,1,1,3,1,1,1,3,37,123,251.44770713225643,736.0522928677437
229,160,1,1,1,3,1,1,1,3,37,123,250.68007164116995,736.8199283588306
230,160,1,1,1,3,1,1,1,3,37,123,249.71758866214503,737.7824113378551
231,160,1,1,1,3,1,1,1,3,37,123,249.08546312324046,738.4145368767599
232,160,1,1,1,3,1,1,1,3,37,123,248.35622695878493,739.1437730412152
233,160,1,1,1,3,1,1,1,3,37,123,247.606893133999,739.8931068660015
234,160,1,1,1,3,1,1,1,3,37,123,246.88134952865343,740.6186504713467
235,160,1,1,1,3,1,1,1,3,37,123,245.49060892605272,742.0093910739477
236,160,1,1,1,3,1,1,1,3,37,123,244.52285940299322,742.9771405970068
237,160,1,1,1,3,1,1,1,3,37,123,243.46597689388597,744.0340231061141
238,160,1,1,1,3,1,1,1,3,37,123,242.38705457753272,745.1129454224672
239,160,1,1,1,3,1,1,1,3,37,123,241.796427169551,745.7035728304492
240,160,1,1,1,3,1,1,1,3,37,143,282.24995992506297,705.2500400749371
241,160,1,1,1,3,1,1,1,3,37,143,276.09107488057305,711.4089251194272
242,160,1,1,1,3,1,1,1,3,37,143,273.5265031032278,713.973496896772
243,160,1,1,1,3,1,1,1,3,37,143,271.97238140965703,715.527618590343
244,160,1,1,1,3,1,1,1,3,37,143,270.8111563747296,716.6888436252709
245,160,1,1,1,3,1,1,1,3,37,143,269.8439868028629,717.6560131971372
246,160,1,1,1,3,1,1,1,3,37,143,269.16487462420633,718.3351253757932
247,160,1,1,1,3,1,1,1,3,37,143,268.45877149587903,719.0412285041206
248,160,1,1,1,3,1,1,1,3,37,143,267.67889245689196,719.8211075431084
249,159,1,1,1,3,1,1,1,3,38,144,262.5766463562572,724.844737291542
250,159,1,1,1,3,1,1,1,3,38,144,261.9992366305119,725.4221470172871
251,159,1,1,1,3,1,1,1,3,38,144,261.5049987628913,725.9163848849073
252,159,1,1,1,3,1,1,1,3,38,144,260.5701431193336,726.8512405284653
253,159,1,1,1,3,1,1,1,3,38,144,259.71920463929064,727.7021790085076
254,159,1,1,1,3,1,1,1,3,38,144,259.0381852086898,728.3831984391086
255,159,1,1,1,3,1,1,1,3,38,144,258.3157650690835,729.1056185787149
256,159,1,1,1,3,1,1,1,3,38,144,257.5120461878399,729.909337459959
257,159,1,1,1,3,1,1,1,3,38,144,256.70996147948114,730.7114221683173
258,159,1,1,1,3,1,1,1,3,38,144,255.93449179160353,731.486891856195
259,159,1,1,1,3,1,1,1,3,38,144,254.81126348858493,732.6101201592136
260,159,1,1,1,3,1,1,1,3,38,144,254.0826237221765,733.3387599256218
261,159,1,1,1,3,1,1,1,3,38,144,253.24692432194414,734.1744593258547
262,159,1,1,1,3,1,1,1,3,38,144,252.43526680073694,734.9861168470619
263,159,1,1,1,3,1,1,1,3,38,144,251.39529769673302,736.0260859510659
264,159,1,1,1,3,1,1,1,3,38,144,250.53075911200668,736.8906245357921
265,159,1,1,1,3,1,1,1,3,38,144,249.75846313258725,737.6629205152113
266,159,1,1,1,3,1,1,1,3,38,144,249.0780667937762,738.3433168540225
267,159,1,1,1,3,1,1,1,3,38,144,248.21819908903208,739.2031845587668
268,159,1,1,1,3,1,1,1,3,38,144,246.96353709671007,740.4578465510891
269,159,1,1,1,3,1,1,1,3,38,144,245.42896024726636,741.9924234005329
270,159,1,1,1,3,1,1,1,3,38,144,285.4655808498143,701.9558027979846
271,159,1,1,1,3,1,1,1,3,38,144,278.68382897356645,708.7375546742321
272,159,1,1,1,3,1,1,1,3,38,144,275.4124979434253,712.0088857043738
273,159,1,1,1,3,1,1,1,3,38,144,272.8898781439539,714.5315055038443
274,159,1,1,1,3,1,1,1,3,38,144,270.9906507457267,716.4307329020717
275,159,1,1,1,3,1,1,1,3,38,144,269.47331965156167,717.9480639962374
276,159,1,1,1,3,1,1,1,3,38,144,268.61802073904323,718.8033629087555
277,159,1,1,1,3,1,1,1,3,38,144,267.8578936190382,719.5634900287611
278,159,1,1,1,3,1,1,1,3,38,144,267.13729016165644,720.2840934861425
279,159,1,1,1,3,1,1,1,3,38,144,266.5341874908792,720.8871961569198
280,159,1,1,1,3,1,1,1,3,38,144,265.9216431953794,721.4997404524195
281,159,1,1,1,3,1,1,1,3,38,144,265.3916621563465,722.0297214914522
