Time Unit,Leopard Deaths,Hawk Deaths,Python Deaths,Total Predation Deaths
109,0,1,0,1
131,1,1,0,2
1002,2,1,0,3
1039,2,2,0,4
1420,3,2,0,5
1739,4,2,0,6
2144,4,3,0,7
2371,5,3,0,8
2716,6,3,0,9
2746,7,3,0,10
2973,7,4,0,11
3384,8,4,0,12
3410,8,5,0,13
3690,8,5,1,14
3759,9,5,1,15
4015,10,5,1,16
4035,10,6,1,17
4079,10,6,2,18
4245,11,6,2,19
4534,11,6,3,20
4552,12,6,3,21
4965,13,6,3,22
