Time Unit,Vervet Population,Predator Population
1,198,3
2,198,3
3,197,3
4,197,3
5,197,3
6,196,3
7,196,3
8,196,3
9,196,3
10,196,3
11,196,3
12,196,3
13,196,3
14,196,3
15,195,3
16,194,3
17,194,3
18,194,3
19,194,3
20,194,3
21,194,3
22,194,3
23,194,3
24,194,3
25,194,3
26,194,3
27,193,3
28,193,3
29,193,3
30,193,3
31,189,3
32,189,3
33,189,3
34,188,3
35,188,3
36,188,3
37,188,3
38,188,3
39,187,3
40,187,3
41,187,3
42,187,3
43,187,3
44,187,3
45,187,3
46,187,3
47,187,3
48,187,3
49,185,3
50,185,3
51,185,3
52,185,3
53,185,3
54,185,3
55,184,3
56,184,3
57,184,3
58,184,3
59,184,3
60,184,3
61,178,3
62,177,3
63,177,3
64,177,3
65,177,3
66,177,3
67,177,3
68,177,3
69,177,3
70,177,3
71,177,3
72,177,3
73,176,3
74,176,3
75,176,3
76,176,3
77,176,3
78,176,3
79,176,3
80,176,3
81,175,3
82,175,3
83,175,3
84,175,3
85,175,3
86,175,3
87,175,3
88,175,3
89,175,3
90,175,3
91,171,3
92,171,3
93,171,3
94,171,3
95,171,3
96,171,3
97,171,3
98,171,3
99,171,3
100,171,3
101,171,3
102,171,3
103,171,3
104,171,3
105,171,3
106,171,3
107,171,3
108,171,3
109,171,3
110,170,3
111,170,3
112,170,3
113,170,3
114,170,3
115,170,3
116,170,3
117,170,3
118,170,3
119,170,3
120,170,3
121,166,3
122,166,3
123,166,3
124,166,3
125,166,3
126,166,3
127,166,3
128,166,3
129,166,3
130,166,3
131,166,3
132,166,3
133,166,3
134,166,3
135,166,3
136,166,3
137,166,3
138,166,3
139,166,3
140,166,3
141,166,3
142,166,3
143,166,3
144,166,3
145,166,3
146,166,3
147,166,3
148,166,3
149,166,3
150,166,3
151,166,3
152,166,3
153,166,3
154,166,3
155,166,3
156,166,3
157,166,3
158,166,3
159,166,3
160,166,3
161,166,3
162,166,3
163,166,3
164,166,3
165,165,3
166,165,3
167,165,3
168,165,3
169,165,3
170,165,3
171,165,3
172,165,3
173,165,3
174,165,3
175,165,3
176,165,3
177,165,3
178,165,3
179,165,3
180,165,3
181,165,3
182,165,3
183,165,3
184,165,3
185,165,3
186,165,3
187,165,3
188,165,3
189,165,3
190,165,3
191,165,3
192,165,3
193,165,3
194,165,3
195,165,3
196,165,3
197,165,3
198,165,3
199,165,3
200,165,3
201,165,3
202,165,3
203,165,3
204,165,3
205,165,3
206,165,3
207,165,3
208,165,3
209,165,3
210,165,3
211,165,3
212,165,3
213,165,3
214,165,3
215,165,3
216,165,3
217,165,3
218,165,3
219,165,3
220,165,3
221,165,3
222,165,3
223,165,3
224,165,3
225,165,3
226,165,3
227,165,3
228,165,3
229,165,3
230,165,3
231,165,3
232,165,3
233,165,3
234,165,3
235,165,3
236,165,3
237,165,3
238,165,3
239,165,3
240,165,3
241,165,3
242,165,3
243,165,3
244,165,3
245,165,3
246,165,3
247,165,3
248,165,3
249,165,3
250,165,3
251,165,3
252,165,3
253,165,3
254,165,3
255,165,3
256,165,3
257,165,3
258,165,3
259,165,3
260,165,3
261,165,3
262,165,3
263,165,3
264,165,3
265,165,3
266,165,3
267,165,3
268,165,3
269,165,3
270,165,3
271,165,3
272,165,3
273,165,3
274,165,3
275,165,3
276,165,3
277,165,3
278,165,3
279,165,3
280,165,3
281,165,3
282,165,3
283,165,3
284,165,3
285,165,3
286,165,3
287,165,3
288,165,3
289,165,3
290,165,3
291,165,3
292,165,3
293,165,3
294,165,3
295,165,3
296,165,3
297,165,3
298,165,3
299,165,3
300,165,3
301,165,3
302,165,3
303,165,3
304,165,3
305,165,3
306,165,3
307,165,3
308,165,3
309,165,3
310,165,3
311,165,3
312,165,3
313,165,3
314,165,3
315,165,3
316,165,3
317,165,3
318,165,3
319,165,3
320,165,3
321,165,3
322,165,3
323,165,3
324,165,3
325,165,3
326,165,3
327,165,3
328,165,3
329,165,3
330,165,3
331,165,3
332,165,3
333,165,3
334,165,3
335,165,3
336,165,3
337,165,3
338,165,3
339,165,3
340,164,3
341,164,3
342,164,3
343,164,3
344,164,3
345,164,3
346,164,3
347,164,3
348,164,3
349,164,3
350,164,3
351,164,3
352,164,3
353,164,3
354,164,3
355,164,3
356,164,3
357,164,3
358,164,3
359,164,3
360,164,3
361,164,3
362,164,3
363,164,3
364,164,3
365,164,3
366,164,3
367,164,3
368,164,3
369,164,3
370,164,3
371,164,3
372,164,3
373,164,3
374,164,3
375,164,3
376,164,3
377,164,3
378,164,3
379,164,3
380,164,3
381,164,3
382,164,3
383,164,3
384,164,3
385,164,3
386,164,3
387,164,3
388,164,3
389,164,3
390,164,3
391,164,3
392,164,3
393,164,3
394,164,3
395,164,3
396,164,3
397,164,3
398,164,3
399,164,3
400,164,3
401,164,3
402,164,3
403,164,3
404,164,3
405,164,3
406,164,3
407,164,3
408,164,3
409,164,3
410,164,3
